#cluster_id	cluster_protein_count	TAXON_count	protein_span_mean	protein_span_sd	fraction_secreted	GO	GO_entropy	IPR	IPR_entropy	SignalP_EUK	SignalP_EUK_entropy	Pfam	Pfam_entropy
OG0002543	23	23	1157.304347826087	65.53421594371353	0.00	GO:0003677:23;GO:0003899:23;GO:0006351:23	1.585	IPR007642:44;IPR007641:23;IPR007645:23;IPR007647:23;IPR007646:23;IPR007120:23;IPR007644:22	2.757	N/A	N/A	PF04561:44;PF04560:23;PF04565:23;PF04567:23;PF04566:23;PF00562:23;PF04563:22	2.757
OG0002544	23	23	629.1739130434783	41.99032204636749	0.00	N/A	N/A	IPR013632:23	0.000	N/A	N/A	PF08423:23	0.000
OG0002545	23	23	722.7391304347826	50.08099300246972	0.00	GO:0016020:23;GO:0022857:23;GO:0055085:23	1.585	IPR005828:23	0.000	N/A	N/A	PF00083:23	0.000
OG0002546	23	23	467.1304347826087	21.698135259141687	0.00	N/A	N/A	IPR003594:23;IPR018955:23	1.000	N/A	N/A	PF02518:23;PF10436:23	1.000
OG0002547	23	23	578.9130434782609	2.0197512433629456	0.00	GO:0016830:23;GO:0019752:23;GO:0030170:23	1.585	IPR002129:23	0.000	N/A	N/A	PF00282:23	0.000
OG0002548	23	23	366.39130434782606	8.170674659147387	0.00	GO:0016020:23;GO:0016757:23	1.000	IPR008630:23	0.000	N/A	N/A	PF05637:23	0.000
OG0002549	23	23	475.9130434782609	58.38620522265904	0.00	GO:0008270:23	0.000	IPR011016:23	0.000	N/A	N/A	PF12906:23	0.000
OG0002550	23	23	297.6521739130435	0.9604661754075878	0.00	GO:0005839:23;GO:0006511:23;GO:0019773:23;GO:0051603:23	2.000	IPR001353:46;IPR000426:23	0.918	N/A	N/A	PF00227:46;PF10584:23	0.918
OG0002551	23	23	542.6086956521739	3.017904980709265	0.00	GO:0009058:23	0.000	IPR006805:23;IPR015890:23	1.000	N/A	N/A	PF04715:23;PF00425:23	1.000
OG0002552	23	23	427.3478260869565	12.221181525646273	0.00	N/A	N/A	IPR024655:23	0.000	N/A	N/A	PF11790:23	0.000
OG0002553	23	22	344.82608695652175	9.60367761946045	0.00	N/A	N/A	IPR023210:17	0.000	N/A	N/A	PF00248:17	0.000
OG0002554	23	23	402.0	3.5508725198426814	0.00	GO:0000166:23	0.000	IPR000683:23	0.000	N/A	N/A	PF01408:23	0.000
OG0002555	23	23	384.4347826086956	32.22451954235082	0.00	GO:0008757:16	0.000	IPR013216:16;IPR041698:7	0.887	N/A	N/A	PF08241:16;PF13649:7	0.887
OG0002556	23	23	202.6086956521739	8.386008691680303	0.00	GO:0003743:23;GO:0006413:23	1.000	IPR001950:23	0.000	N/A	N/A	PF01253:23	0.000
OG0002557	23	23	399.60869565217394	17.384998856922554	0.00	N/A	N/A	IPR018851:23	0.000	N/A	N/A	PF10444:23	0.000
OG0002558	23	23	314.60869565217394	5.616273949985473	0.00	N/A	N/A	IPR002035:23	0.000	N/A	N/A	PF13519:23	0.000
OG0002559	23	23	142.0	0.0	0.00	GO:0006352:23;GO:0030880:23	1.000	IPR005574:23	0.000	N/A	N/A	PF03874:23	0.000
OG0002560	23	23	705.9565217391304	7.456997069397686	0.00	GO:0003723:23	0.000	IPR012959:23	0.000	N/A	N/A	PF08144:23	0.000
OG0002561	23	23	256.7826086956522	2.020686963238653	0.00	GO:0005515:23	0.000	IPR006575:23;IPR032378:22	1.000	N/A	N/A	PF05773:23;PF16543:22	1.000
OG0002562	23	23	440.39130434782606	16.91343466631542	0.00	GO:0005515:16	0.000	IPR019734:16	0.000	N/A	N/A	PF13181:16;PF13432:4	0.722
OG0002563	23	23	1219.6521739130435	52.06568484858682	0.00	N/A	N/A	IPR010308:24;IPR032800:23	1.000	N/A	N/A	PF06011:24;PF14558:23	1.000
OG0002564	23	23	1023.1304347826087	37.288889064130764	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002565	23	23	387.3478260869565	53.459134084020036	0.00	GO:0005515:23	0.000	IPR000210:23	0.000	N/A	N/A	PF00651:23	0.000
OG0002566	23	23	307.82608695652175	4.860239517385087	0.00	GO:0008757:22	0.000	IPR013216:22;IPR041698:1	0.258	N/A	N/A	PF08241:22;PF13649:1	0.258
OG0002567	23	23	533.2173913043479	146.01547164054944	0.00	GO:0003723:23	0.000	IPR007275:24;IPR008160:2	0.391	N/A	N/A	PF04146:24;PF01391:2	0.391
OG0002568	23	23	263.30434782608694	7.986046432255914	0.00	GO:0005839:23;GO:0051603:23	1.000	IPR001353:23	0.000	N/A	N/A	PF00227:23	0.000
OG0002569	23	23	1986.0	93.60183944680834	0.00	N/A	N/A	IPR001263:23;IPR000403:23;IPR045495:22	1.585	N/A	N/A	PF00613:23;PF00454:23;PF19274:22	1.585
OG0002570	23	23	535.304347826087	127.05303062025739	0.00	N/A	N/A	IPR013734:19	0.000	N/A	N/A	PF08528:19	0.000
OG0002571	23	23	495.95652173913044	12.94966261393496	0.00	N/A	N/A	IPR024752:23	0.000	N/A	N/A	PF12776:23	0.000
OG0002572	23	23	207.17391304347825	20.31416762821507	0.00	N/A	N/A	IPR039453:23	0.000	N/A	N/A	PF17304:23	0.000
OG0002573	23	23	355.5652173913044	11.653796123288574	0.00	N/A	N/A	IPR010625:9	0.000	N/A	N/A	PF06747:9	0.000
OG0002574	23	23	285.8695652173913	14.247209788849387	0.00	GO:0004788:23;GO:0005524:23;GO:0009229:23;GO:0030975:23	2.000	IPR007371:23;IPR007373:23	1.000	N/A	N/A	PF04263:23;PF04265:23	1.000
OG0002575	23	23	257.6521739130435	5.584206733218198	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF12352:23	0.000
OG0002576	23	23	428.82608695652175	18.028123377494886	0.00	N/A	N/A	IPR007854:23	0.000	N/A	N/A	PF05182:23	0.000
OG0002577	23	23	477.39130434782606	15.99385515272984	0.00	N/A	N/A	IPR025574:29	0.000	N/A	N/A	PF13634:29	0.000
OG0002578	23	23	283.2608695652174	12.982320390520224	0.00	GO:0006383:23	0.000	IPR024661:23	0.000	N/A	N/A	PF11705:23	0.000
OG0002579	23	23	408.82608695652175	3.38349155797282	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002580	23	23	1965.7391304347825	19.753298879811467	0.00	GO:0005085:23;GO:0032012:23	1.000	IPR000904:23;IPR015403:23;IPR032691:23;IPR046455:23;IPR032629:23	2.322	N/A	N/A	PF01369:23;PF09324:23;PF12783:23;PF20252:23;PF16213:23	2.322
OG0002581	23	23	468.0	2.553769592276246	0.00	GO:0016746:23	0.000	IPR001078:23;IPR004167:23;IPR000089:23	1.585	N/A	N/A	PF00198:23;PF02817:23;PF00364:23	1.585
OG0002582	23	23	985.8260869565217	159.76930438547487	0.00	GO:0003677:23;GO:0006351:23;GO:0008270:23;GO:0000981:14;GO:0006355:14	2.283	IPR007219:23;IPR001138:14	0.957	N/A	N/A	PF04082:23;PF00172:14	0.957
OG0002583	23	23	871.7826086956521	80.6220147525471	0.00	N/A	N/A	IPR037291:23;IPR025554:23	1.000	N/A	N/A	PF13598:23;PF13600:23	1.000
OG0002584	23	23	526.304347826087	7.321408646884091	0.00	GO:0016020:23;GO:0022857:23;GO:0055085:23	1.585	IPR002293:23	0.000	N/A	N/A	PF13520:23	0.000
OG0002585	23	23	500.5652173913044	13.732937514560673	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002586	23	23	669.9130434782609	7.615276657044508	0.00	GO:0000981:23;GO:0003677:23;GO:0006351:23;GO:0006355:23;GO:0008270:23	2.322	IPR001138:23;IPR007219:23	1.000	N/A	N/A	PF00172:23;PF04082:23	1.000
OG0002587	23	23	646.5217391304348	23.583099263847167	0.00	N/A	N/A	IPR013122:23	0.000	N/A	N/A	PF08016:23	0.000
OG0002588	23	23	424.04347826086956	43.165483655416736	0.00	GO:0000139:23;GO:0015165:23;GO:0016020:23;GO:0090481:23	2.000	IPR007271:33	0.000	N/A	N/A	PF04142:33	0.000
OG0002589	23	23	322.8695652173913	10.571924870293866	0.00	N/A	N/A	IPR003737:23	0.000	N/A	N/A	PF02585:23	0.000
OG0002590	23	23	381.69565217391306	18.229061323847212	0.00	N/A	N/A	IPR007577:23	0.000	N/A	N/A	PF04488:23	0.000
OG0002591	23	23	655.8260869565217	50.98137099996348	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002592	23	23	584.0434782608696	51.91504620709019	0.00	GO:0022857:23;GO:0055085:23	1.000	IPR011701:46;IPR004302:1	0.149	N/A	N/A	PF07690:46;PF03067:1	0.149
OG0002593	23	23	542.695652173913	1.5998582167803566	0.00	N/A	N/A	IPR003137:23;IPR007484:23	1.000	N/A	N/A	PF02225:23;PF04389:23	1.000
OG0002594	23	23	457.39130434782606	17.929182261317617	0.00	GO:0008289:23	0.000	IPR000648:23	0.000	N/A	N/A	PF01237:23	0.000
OG0002595	23	20	675.4782608695652	148.48125912053314	0.00	N/A	N/A	IPR023631:22;IPR000868:21	1.000	N/A	N/A	PF01425:22;PF00857:21	1.000
OG0002596	23	23	420.5217391304348	0.7144207271806514	0.00	GO:0009058:23;GO:0030170:23	1.000	IPR004839:23	0.000	N/A	N/A	PF00155:23	0.000
OG0002597	23	23	424.2608695652174	13.155317626441102	0.00	N/A	N/A	IPR013904:23	0.000	N/A	N/A	PF08595:23	0.000
OG0002598	23	23	1347.695652173913	26.54026437830493	0.00	N/A	N/A	IPR012880:24;IPR021773:23	1.000	N/A	N/A	PF07919:24;PF11817:23	1.000
OG0002599	23	23	434.4347826086956	24.266323214365325	0.00	N/A	N/A	IPR000073:23	0.000	N/A	N/A	PF12697:23	0.000
OG0002600	23	23	908.9130434782609	10.06030963080535	0.00	N/A	N/A	IPR001357:46	0.000	N/A	N/A	PF16770:23;PF12738:23	1.000
OG0002601	23	23	262.7826086956522	8.7920741072713	0.00	GO:0000814:23;GO:0071985:23	1.000	IPR008570:23	0.000	N/A	N/A	PF05871:23	0.000
OG0002602	23	23	301.3478260869565	1.0470951807645477	0.00	GO:0008137:23	0.000	IPR001268:23	0.000	N/A	N/A	PF00329:23	0.000
OG0002603	23	23	979.9130434782609	363.3705634082194	0.00	GO:0003723:23	0.000	IPR000504:23	0.000	N/A	N/A	PF00076:23;PF14570:19	0.993
OG0002604	23	23	266.0	0.0	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13561:23	0.000
OG0002605	23	23	495.7826086956522	1.666981696754853	0.00	GO:0006629:23	0.000	IPR005804:23	0.000	N/A	N/A	PF00487:23	0.000
OG0002606	23	23	1056.7391304347825	39.45742602868405	0.00	GO:0000981:23;GO:0006355:23;GO:0008270:23	1.585	IPR001138:23	0.000	N/A	N/A	PF00172:23	0.000
OG0002607	23	23	143.04347826086956	6.695087497363532	0.00	GO:0015078:23;GO:0033177:23;GO:1902600:23	1.585	IPR002379:23	0.000	N/A	N/A	PF00137:23	0.000
OG0002608	23	23	807.4782608695652	33.16607691369286	0.00	GO:0006506:23;GO:0016020:23	1.000	IPR007720:23;IPR007918:1	0.250	N/A	N/A	PF05024:23;PF05254:1	0.250
OG0002609	23	23	586.3913043478261	3.6918138635397875	0.00	GO:0000502:23;GO:0030234:23;GO:0042176:23	1.585	IPR013586:23;IPR000717:23	1.000	N/A	N/A	PF08375:23;PF01399:23	1.000
OG0002610	23	23	828.0	47.98188063806188	0.00	GO:0005669:23;GO:0006352:23	1.000	IPR003228:23	0.000	N/A	N/A	PF03847:23	0.000
OG0002611	23	23	187.0	0.0	0.00	GO:0003924:23;GO:0005525:23	1.000	IPR001806:23	0.000	N/A	N/A	PF00071:23	0.000
OG0002612	23	23	195.08695652173913	3.475542415949799	0.00	GO:0009143:23;GO:0047429:23	1.000	IPR002637:23	0.000	N/A	N/A	PF01725:23	0.000
OG0002613	23	23	210.30434782608697	11.433873331346549	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13238:23	0.000
OG0002614	23	23	1572.5217391304348	26.06325009800346	0.00	GO:0003774:23;GO:0005515:23;GO:0005524:23;GO:0016459:23	2.000	IPR000048:70;IPR002710:23;IPR001609:23	1.365	N/A	N/A	PF00612:70;PF01843:23;PF00063:23	1.365
OG0002615	23	23	406.1304347826087	7.645995529494576	0.00	GO:0005634:23;GO:0006334:23	1.000	IPR002164:24	0.000	N/A	N/A	PF00956:24	0.000
OG0002616	23	23	1390.1739130434783	5.0532139915713525	0.00	N/A	N/A	IPR047819:23;IPR006068:2	0.402	N/A	N/A	PF00122:23;PF12409:23;PF00702:3;PF00689:2	1.460
OG0002617	23	23	573.0869565217391	49.01278718996242	0.00	GO:0004672:23;GO:0005524:23;GO:0006468:23	1.585	IPR000719:23	0.000	N/A	N/A	PF00069:23	0.000
OG0002618	23	23	561.1304347826087	19.195344426111532	0.00	GO:0005515:23	0.000	IPR032640:23;IPR006828:23	1.000	N/A	N/A	PF16561:23;PF04739:23	1.000
OG0002619	23	23	396.7391304347826	6.380795856756075	0.00	N/A	N/A	IPR000905:25	0.000	N/A	N/A	PF00814:25	0.000
OG0002620	23	23	582.4347826086956	8.50486350352612	0.00	N/A	N/A	IPR019542:23	0.000	N/A	N/A	PF10513:23	0.000
OG0002621	23	23	174.52173913043478	2.4471734399078757	0.00	GO:0005509:23	0.000	IPR002048:46	0.000	N/A	N/A	PF13499:46	0.000
OG0002622	23	23	368.5217391304348	16.412798731258988	0.00	GO:0003735:23;GO:0005840:23;GO:0006412:23	1.585	IPR000754:23	0.000	N/A	N/A	PF00380:23	0.000
OG0002623	23	23	410.4347826086956	7.795350269378936	0.00	GO:0003746:23;GO:0006414:23	1.000	IPR001662:23;IPR004046:23;IPR004045:22	1.585	N/A	N/A	PF00647:23;PF00043:23;PF02798:22	1.585
OG0002624	23	23	303.8695652173913	32.003130754222056	0.00	N/A	N/A	IPR004274:23	0.000	N/A	N/A	PF03031:23	0.000
OG0002625	23	23	368.2608695652174	8.562899708496495	0.00	N/A	N/A	IPR009292:23	0.000	N/A	N/A	PF06102:23	0.000
OG0002626	23	23	784.4347826086956	121.25496891188544	0.00	N/A	N/A	IPR004147:23;IPR019148:2	0.402	N/A	N/A	PF03109:23;PF09751:2	0.402
OG0002627	23	23	158.30434782608697	4.476360930863914	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002628	23	23	120.21739130434783	2.535942012420467	0.00	N/A	N/A	IPR022800:23	0.000	N/A	N/A	PF06093:23	0.000
OG0002629	23	23	358.3478260869565	6.754120775350046	0.00	N/A	N/A	IPR019447:23	0.000	N/A	N/A	PF10357:23	0.000
OG0002630	23	23	846.4347826086956	27.384264105593832	0.00	GO:0006886:23;GO:0016192:23;GO:0030117:23	1.585	IPR008152:23;IPR002553:23	1.000	N/A	N/A	PF02883:23;PF01602:23	1.000
OG0002631	23	23	272.82608695652175	8.04688529488027	0.00	N/A	N/A	IPR021851:23	0.000	N/A	N/A	PF11937:23	0.000
OG0002632	23	23	754.6086956521739	14.19962991077671	0.00	GO:0000139:23;GO:0006891:23	1.000	IPR012955:23	0.000	N/A	N/A	PF08172:23	0.000
OG0002633	23	23	1213.0	18.180256849957726	0.00	N/A	N/A	IPR019453:23	0.000	N/A	N/A	PF10367:23	0.000
OG0002634	23	23	651.9130434782609	3.9881677549456094	0.00	GO:0004571:23;GO:0005509:23;GO:0016020:23	1.585	IPR001382:23	0.000	N/A	N/A	PF01532:23	0.000
OG0002635	23	23	150.17391304347825	4.208192567847954	0.00	GO:0005509:23	0.000	IPR002048:46	0.000	N/A	N/A	PF13499:46	0.000
OG0002636	23	23	378.6521739130435	5.230418518894804	0.00	GO:0016020:12	0.000	IPR000727:23;IPR006011:12	0.928	N/A	N/A	PF05739:23;PF00804:12	0.928
OG0002637	23	23	887.5217391304348	65.35845613445726	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002638	23	23	71.30434782608695	11.0431359070522	0.00	N/A	N/A	IPR039297:23	0.000	N/A	N/A	PF02238:23	0.000
OG0002639	23	23	233.56521739130434	1.9071054086488095	0.00	GO:0005198:23;GO:0006886:23;GO:0016192:23;GO:0030130:23;GO:0030132:23	2.322	IPR000996:23	0.000	N/A	N/A	PF01086:23	0.000
OG0002640	23	23	433.8695652173913	12.646719278398498	0.00	N/A	N/A	IPR006569:23	0.000	N/A	N/A	PF04818:23	0.000
OG0002641	23	23	858.3913043478261	26.63723959199387	0.00	GO:0005524:23;GO:0016020:23;GO:0055085:23;GO:0140359:23	2.000	IPR003439:23;IPR011527:23	1.000	N/A	N/A	PF00005:23;PF00664:23	1.000
OG0002642	23	23	459.5217391304348	11.698641932394622	0.00	N/A	N/A	IPR024550:22	0.000	N/A	N/A	PF02002:22	0.000
OG0002643	23	23	858.9565217391304	13.069973090919259	0.00	N/A	N/A	IPR032514:46;IPR033433:23;IPR014870:23	1.500	N/A	N/A	PF16335:46;PF17168:23;PF08760:23	1.500
OG0002644	23	23	190.0	0.0	0.00	GO:0016747:23	0.000	IPR000182:23	0.000	N/A	N/A	PF00583:23	0.000
OG0002645	23	23	457.39130434782606	8.938140699734031	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002646	23	23	1718.0869565217392	33.910256295722505	0.00	GO:0005085:23;GO:0032012:23	1.000	IPR000904:23;IPR001849:23	1.000	N/A	N/A	PF01369:23;PF00169:23	1.000
OG0002647	23	23	680.6521739130435	38.126344532986835	0.00	GO:0005515:23	0.000	IPR001680:46;IPR024977:23	0.918	N/A	N/A	PF00400:46;PF12894:23	0.918
OG0002648	23	23	636.1739130434783	23.20354578209985	0.00	N/A	N/A	IPR021261:23	0.000	N/A	N/A	PF10998:23	0.000
OG0002649	23	23	1270.6521739130435	3.8854096717824147	0.00	GO:0005515:23;GO:0005524:23;GO:0005694:23;GO:0051276:23	2.000	IPR003395:42;IPR010935:23	0.937	N/A	N/A	PF02463:42;PF06470:23	0.937
OG0002650	23	23	732.7826086956521	10.958246931120081	0.00	GO:0006614:23;GO:0008312:23;GO:0048500:23	1.585	IPR013699:23;IPR031545:23	1.000	N/A	N/A	PF08492:23;PF17004:23	1.000
OG0002651	23	16	549.304347826087	124.28069029859952	0.00	N/A	N/A	IPR011118:23	0.000	N/A	N/A	PF07519:23	0.000
OG0002652	23	23	234.2173913043478	3.4129742446591944	0.00	N/A	N/A	IPR009784:23	0.000	N/A	N/A	PF07081:23	0.000
OG0002653	23	23	481.6521739130435	16.16923728580099	0.00	GO:0000139:23;GO:0015165:23;GO:0016020:23;GO:0090481:23	2.000	IPR007271:23	0.000	N/A	N/A	PF04142:23	0.000
OG0002654	23	23	750.0	256.87147860698576	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002655	23	23	493.2173913043478	51.25380708806706	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002656	23	23	379.6521739130435	17.967624738745048	0.00	N/A	N/A	IPR006603:46	0.000	N/A	N/A	PF04193:46	0.000
OG0002657	23	23	733.6086956521739	76.60896708237954	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002658	23	23	284.7391304347826	0.4391089103635687	0.00	GO:0004553:23;GO:0005975:23	1.000	IPR000757:23	0.000	N/A	N/A	PF00722:23	0.000
OG0002659	23	23	924.9565217391304	79.4839214043617	0.00	N/A	N/A	IPR022093:23	0.000	N/A	N/A	PF12331:23	0.000
OG0002660	23	23	453.39130434782606	5.939836994065413	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF01148:23	0.000
OG0002661	23	23	96.0	0.0	0.00	N/A	N/A	IPR001163:23	0.000	N/A	N/A	PF01423:23	0.000
OG0002662	23	23	363.3478260869565	8.185930111834649	0.00	N/A	N/A	IPR044861:23;IPR026992:23	1.000	N/A	N/A	PF03171:23;PF14226:23	1.000
OG0002663	23	20	536.0434782608696	198.02557548060162	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002664	23	23	229.95652173913044	7.937134850866009	0.00	N/A	N/A	IPR000086:23	0.000	N/A	N/A	PF00293:23	0.000
OG0002665	23	23	120.6086956521739	23.026901338547454	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002666	23	23	912.0434782608696	8.078302990483161	0.00	GO:0015031:23;GO:0030906:23;GO:0042147:23	1.585	IPR005378:23	0.000	N/A	N/A	PF03635:23	0.000
OG0002667	23	23	989.6086956521739	14.928056836285572	0.00	N/A	N/A	IPR003137:23;IPR007484:23;IPR007365:23	1.585	N/A	N/A	PF02225:23;PF04389:23;PF04253:23	1.585
OG0002668	23	23	314.0	29.80078785068843	0.00	N/A	N/A	IPR000608:23	0.000	N/A	N/A	PF00179:23	0.000
OG0002669	23	23	520.9130434782609	19.600162030116113	0.00	GO:0016020:23;GO:0022857:23;GO:0055085:23	1.585	IPR005828:23	0.000	N/A	N/A	PF00083:23	0.000
OG0002670	23	23	984.0869565217391	22.822401358768502	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002671	23	23	403.17391304347825	31.80327050985281	0.00	N/A	N/A	IPR023210:23	0.000	N/A	N/A	PF00248:23	0.000
OG0002672	23	23	511.5217391304348	15.415603515854771	0.00	N/A	N/A	IPR004000:23	0.000	N/A	N/A	PF00022:23	0.000
OG0002673	23	23	526.2173913043479	24.382738944017305	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002674	23	23	435.7826086956522	15.888077350339126	0.00	N/A	N/A	IPR031658:23	0.000	N/A	N/A	PF16899:23	0.000
OG0002675	23	23	654.0434782608696	16.18501255421083	0.00	GO:0022857:23;GO:0055085:23	1.000	IPR011701:23	0.000	N/A	N/A	PF07690:23	0.000
OG0002676	23	23	292.5217391304348	36.3112984754804	0.00	N/A	N/A	IPR013096:1	0.000	N/A	N/A	PF07883:1	0.000
OG0002677	23	23	1010.5217391304348	31.011736299017073	0.00	GO:0004651:23	0.000	IPR004206:23	0.000	N/A	N/A	PF02940:23	0.000
OG0002678	23	23	281.60869565217394	4.17798714209921	0.00	N/A	N/A	IPR004046:23	0.000	N/A	N/A	PF14497:23	0.000
OG0002679	23	23	383.4782608695652	18.177553203159277	0.00	N/A	N/A	IPR001199:23	0.000	N/A	N/A	PF00173:23	0.000
OG0002680	23	23	968.7391304347826	83.22688601507085	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002681	23	23	550.2608695652174	24.68799636384548	0.00	N/A	N/A	IPR026894:23;IPR001623:23	1.000	N/A	N/A	PF14308:23;PF00226:23	1.000
OG0002682	23	23	288.7826086956522	41.577540469051044	0.00	N/A	N/A	IPR029903:18;IPR001509:4	0.684	N/A	N/A	PF04321:18;PF01370:4	0.684
OG0002683	23	23	725.304347826087	37.81699041046371	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002684	23	23	483.1304347826087	12.280434590192954	0.00	GO:0004376:23;GO:0006506:23;GO:0016020:23;GO:0051751:23	2.000	IPR007704:23	0.000	N/A	N/A	PF05007:23	0.000
OG0002685	23	23	328.04347826086956	42.029470262072024	0.00	GO:0043565:23	0.000	IPR002848:24;IPR005103:2	0.391	N/A	N/A	PF01997:24;PF03443:2	0.391
OG0002686	23	23	1532.4347826086957	63.978138988493576	0.00	GO:0005524:23;GO:0016020:23;GO:0055085:23;GO:0140359:23	2.000	IPR003439:46;IPR011527:46	1.000	N/A	N/A	PF00005:46;PF00664:46	1.000
OG0002687	23	23	156.69565217391303	1.2312871529135907	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF04669:23	0.000
OG0002688	23	23	1442.2608695652175	43.10877787270986	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002689	23	23	548.8695652173913	15.348996137196066	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002690	23	23	1118.4782608695652	123.16085966530588	0.00	GO:0004806:23;GO:0006629:23	1.000	IPR002641:23;IPR021771:23	1.000	N/A	N/A	PF01734:23;PF11815:23	1.000
OG0002691	23	23	968.7391304347826	99.56785642980603	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13415:21;PF13854:1	0.267
OG0002692	23	23	227.8695652173913	0.33678116053977547	0.00	GO:0016209:23;GO:0016491:23;GO:0051920:23	1.585	IPR019479:23;IPR000866:23	1.000	N/A	N/A	PF10417:23;PF00578:23	1.000
OG0002693	23	23	628.7826086956521	80.16556591462509	0.00	GO:0016255:23;GO:0042765:23;GO:0016787:1	1.127	IPR019540:23;IPR013094:1	0.250	N/A	N/A	PF10510:23;PF07859:1	0.250
OG0002694	23	23	259.7391304347826	5.9213496647767725	0.00	GO:0005506:23;GO:0008610:23;GO:0016491:23	1.585	IPR006694:23	0.000	N/A	N/A	PF04116:23	0.000
OG0002695	23	23	203.91304347826087	8.392092776657242	0.00	N/A	N/A	IPR006683:23	0.000	N/A	N/A	PF03061:23	0.000
OG0002696	23	23	179.08695652173913	2.019751243362945	0.00	N/A	N/A	IPR001199:23	0.000	N/A	N/A	PF00173:23	0.000
OG0002697	23	23	630.4782608695652	116.70321688693093	0.00	N/A	N/A	IPR000192:30	0.000	N/A	N/A	PF00266:30;PF13561:1	0.206
OG0002698	23	23	428.39130434782606	79.85407295726307	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002699	23	23	981.0	18.420215737772644	0.00	N/A	N/A	IPR031313:23;IPR031567:23	1.000	N/A	N/A	PF16979:23;PF16978:23	1.000
OG0002700	23	23	450.95652173913044	13.77293584588067	0.00	N/A	N/A	IPR018800:23	0.000	N/A	N/A	PF10253:23	0.000
OG0002701	23	23	1867.304347826087	7.351041231238256	0.00	N/A	N/A	IPR012954:23;IPR022125:23	1.000	N/A	N/A	PF08146:23;PF12397:23	1.000
OG0002702	23	23	726.8260869565217	4.259538390105951	0.00	N/A	N/A	IPR005612:23;IPR011501:23	1.000	N/A	N/A	PF03914:23;PF07540:23	1.000
OG0002703	23	23	659.9130434782609	103.61001841918664	0.00	GO:0003700:22;GO:0005634:22;GO:0006355:22	1.585	IPR003120:22	0.000	N/A	N/A	PF02200:22	0.000
OG0002704	23	23	379.1304347826087	10.481056816222168	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0002705	23	23	290.6521739130435	10.015677691595721	0.00	GO:0000105:23	0.000	IPR006062:25	0.000	N/A	N/A	PF00977:25	0.000
OG0002706	23	23	1392.1304347826087	33.350972018721926	0.00	N/A	N/A	IPR001849:23;IPR012966:23	1.000	N/A	N/A	PF00169:23;PF08174:23	1.000
OG0002707	23	23	616.7826086956521	8.07010867735201	0.00	GO:0003676:23;GO:0005524:23	1.000	IPR001650:23;IPR011545:23	1.000	N/A	N/A	PF00271:23;PF00270:23	1.000
OG0002708	23	23	286.8695652173913	42.32822508612189	0.00	GO:0003676:19;GO:0008270:19	1.000	IPR001878:19	0.000	N/A	N/A	PF00098:19	0.000
OG0002709	23	23	170.7391304347826	2.363074476817599	0.00	N/A	N/A	IPR019401:23	0.000	N/A	N/A	PF10276:23	0.000
OG0002710	23	23	340.4782608695652	11.359231316680724	0.00	GO:0043666:23	0.000	IPR007303:23	0.000	N/A	N/A	PF04176:23	0.000
OG0002711	23	23	428.82608695652175	16.531004267115627	0.00	GO:0004672:23;GO:0005524:23;GO:0006468:23	1.585	IPR000719:23	0.000	N/A	N/A	PF00069:23	0.000
OG0002712	23	23	284.95652173913044	6.188897920221232	0.00	GO:0004222:23	0.000	IPR019165:23	0.000	N/A	N/A	PF09768:23	0.000
OG0002713	23	23	495.6521739130435	4.760422849798605	0.00	GO:0003723:23	0.000	IPR002478:23;IPR001048:23	1.000	N/A	N/A	PF01472:23;PF00696:23	1.000
