#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0003197	23	23	IPR022309	Family Ribosomal protein eS8/ribosomal biogenesis NSA2
OG0003198	23	23	IPR002108	Domain Actin-depolymerising factor homology domain
OG0003199	23	23	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0003200	23	23	IPR001680;IPR001810	Repeat WD40 repeat;Domain F-box domain
OG0003201	23	23	IPR015865	Domain Riboflavin kinase domain, bacterial/eukaryotic
OG0003202	23	23	IPR005479;IPR034733;IPR005482;IPR013537;IPR005481;IPR000089	Domain Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain;Domain Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta;Domain Biotin carboxylase, C-terminal;Domain Acetyl-CoA carboxylase, central domain;Domain Biotin carboxylase-like, N-terminal domain;Domain Biotin/lipoyl attachment
OG0003203	23	23	IPR006964	Domain NUDE domain
OG0003204	23	23	IPR001948	Family Peptidase M18
OG0003205	23	23	IPR010799;IPR015995	Domain Microcystin LR degradation protein MlrC, C-terminal;Domain Microcystin LR degradation protein MlrC, N-terminal
OG0003206	23	23	IPR013078	Family Histidine phosphatase superfamily, clade-1
OG0003207	23	23	None	None
OG0003208	23	23	IPR031777;IPR031778	Domain Sortilin, C-terminal;Domain Sortilin, N-terminal
OG0003209	23	23	IPR013087	Domain Zinc finger C2H2-type
OG0003210	23	23	IPR005556	Family SUN family
OG0003211	23	23	IPR007130	Family Diacylglycerol acyltransferase
OG0003212	23	23	IPR002761	Domain Diphthamide synthase domain
OG0003213	23	23	IPR013087	Domain Zinc finger C2H2-type
OG0003214	23	23	IPR003807	Domain Domain of unknown function DUF202
OG0003215	23	23	None	None
OG0003216	23	23	IPR016125	Family Peptidase C15, pyroglutamyl peptidase I-like
OG0003217	23	23	IPR001155	Domain NADH:flavin oxidoreductase/NADH oxidase, N-terminal
OG0003218	23	20	IPR002938	Domain FAD-binding domain
OG0003219	23	23	IPR006166	Domain ERCC4 domain
OG0003220	23	23	IPR007074	Domain LicD/FKTN/FKRP, nucleotidyltransferase domain
OG0003221	23	23	IPR013536	Domain WLM domain
OG0003222	23	23	IPR000133	Family ER lumen protein retaining receptor
OG0003223	23	23	IPR029144;IPR001926	Domain Threonine synthase, N-terminal;Domain Tryptophan synthase beta chain-like, PALP domain
OG0003224	23	23	IPR013126	Family Heat shock protein 70 family
OG0003225	23	23	IPR033121	Domain Peptidase family A1 domain
OG0003226	23	23	IPR001487	Domain Bromodomain
OG0003227	23	23	IPR003959;IPR032501;IPR041569	Domain ATPase, AAA-type, core;Domain Proteasomal ATPase, second OB domain;Domain AAA ATPase, AAA+ lid domain
OG0003228	23	23	IPR007855	Family RNA-dependent RNA polymerase, eukaryotic-type
OG0003229	23	23	IPR012098	Family SRP-independent targeting protein 3
OG0003230	23	23	IPR013258;IPR001680	Domain Striatin, N-terminal;Repeat WD40 repeat
OG0003231	23	23	IPR032454;IPR007125	Domain Histone H2A, C-terminal domain;Domain Histone H2A/H2B/H3
OG0003232	23	23	IPR001374	Domain R3H domain
OG0003233	23	23	IPR008847	Domain Suppressor of forked
OG0003234	23	23	IPR006818	Family Histone chaperone ASF1-like
OG0003235	23	23	IPR002634	Family BolA protein
OG0003236	23	23	IPR002678	Family DUF34/NIF3
OG0003237	23	23	None	None
OG0003238	23	23	IPR013894	Domain RecQ mediated genome instability protein 1, OB-fold domain
OG0003239	23	23	IPR019734;IPR040962	Repeat Tetratricopeptide repeat;Repeat Tetratricopeptide-like repeat
OG0003240	23	23	IPR035368;IPR035370;IPR035367;IPR035082;IPR035371;IPR035369	Domain Nrap protein, domain 3;Domain Nrap protein, domain 5;Domain Nrap protein, domain 2;Domain Nrap protein domain 1;Domain Nrap protein, domain 6;Domain Nrap protein, domain 4
OG0003241	23	23	IPR000593;IPR001936	Domain RasGAP protein, C-terminal;Domain Ras GTPase-activating domain
OG0003242	23	23	IPR018556	Domain SPIN90/Ldb17, leucine-rich domain
OG0003243	23	23	IPR011701	Family Major facilitator superfamily
OG0003244	23	23	IPR001623;IPR022755;IPR013087	Domain DnaJ domain;Domain Zinc finger, double-stranded RNA binding;Domain Zinc finger C2H2-type
OG0003245	23	23	IPR004331	Domain SPX domain
OG0003246	23	23	IPR000719	Domain Protein kinase domain
OG0003247	23	23	IPR026841	Domain Inositolphosphotransferase Aur1/Ipt1
OG0003248	23	23	IPR013240	Family DNA-directed RNA polymerase I, subunit RPA34
OG0003249	23	23	IPR003734	Domain Domain of unknown function DUF155
OG0003250	23	23	IPR012945;IPR031925	Domain Tubulin binding cofactor C-like domain;Domain Tubulin-specific chaperone C, N-terminal
OG0003251	23	23	IPR011425	Family Mediator of RNA polymerase II transcription subunit 9
OG0003252	23	23	IPR011258;IPR006124	Domain BPG-independent PGAM, N-terminal;Domain Metalloenzyme
OG0003253	23	23	IPR018554	Family Frequency clock protein
OG0003254	23	23	IPR004127	Family Prefoldin alpha-like
OG0003255	23	23	IPR013950	Family Kinetochore Mis14/Nsl1
OG0003256	23	23	IPR000014;IPR000679;IPR013655;IPR013654	Domain PAS domain;Domain Zinc finger, GATA-type;Domain PAS fold-3;Domain PAS fold-2
OG0003257	23	23	IPR040928;IPR041389;IPR041653;IPR024687	Repeat Importin repeat;Repeat Importin repeat 6;Repeat Importin repeat 4;Domain MMS19, C-terminal
OG0003258	23	23	IPR000644	Domain CBS domain
OG0003259	23	23	IPR022755	Domain Zinc finger, double-stranded RNA binding
OG0003260	23	23	IPR022764	Domain Peptidase S54, rhomboid domain
OG0003261	23	23	IPR007246	Family GPI transamidase component Gaa1
OG0003262	23	23	IPR040798;IPR000717	Domain Rpn9, C-terminal helix;Domain Proteasome component (PCI) domain
OG0003263	23	23	IPR008030	Domain NmrA-like domain
OG0003264	23	23	IPR001394;IPR001607	Domain Peptidase C19, ubiquitin carboxyl-terminal hydrolase;Domain Zinc finger, UBP-type
OG0003265	23	23	IPR041516;IPR001279	Domain LACTB2, winged helix domain;Domain Metallo-beta-lactamase
OG0003266	23	23	IPR018827;IPR018825	Domain Protein YTP1-like, C-terminal;Domain Domain of unknown function DUF2427
OG0003267	23	23	IPR028217	Domain Ribosome-assembly protein 3, C-terminal
OG0003268	23	23	IPR018812	Domain Swiss Army Knife RNA repair protein, HAD domain
OG0003269	23	23	IPR024758	Family Inheritance of peroxisomes protein 1
OG0003270	23	23	None	None
OG0003271	23	23	IPR018970;IPR005593;IPR018969	Domain Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, N-terminal;Family Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase;Domain Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, C-terminal
OG0003272	23	23	IPR001394;IPR025305	Domain Peptidase C19, ubiquitin carboxyl-terminal hydrolase;Domain UCH repeated domain
OG0003273	23	23	None	None
OG0003274	23	23	IPR007861;IPR007860;IPR000432;IPR007695;IPR007696	Domain DNA mismatch repair protein MutS, clamp;Domain DNA mismatch repair protein MutS, connector domain;Domain DNA mismatch repair protein MutS, C-terminal;Domain DNA mismatch repair protein MutS-like, N-terminal;Domain DNA mismatch repair protein MutS, core
OG0003275	23	23	IPR002755	Family DNA primase, small subunit
OG0003276	23	23	IPR001547;IPR041036	Domain Glycoside hydrolase, family 5;Domain Glycoside hydrolase family 5, C-terminal domain
OG0003277	23	23	IPR000719	Domain Protein kinase domain
OG0003278	23	23	IPR001382	Family Glycoside hydrolase family 47
OG0003279	23	23	IPR033481	Family Cell fusion protein Dni1/Fig1
OG0003280	23	23	IPR021110	Family DNA replication/checkpoint protein
OG0003281	23	23	IPR001841	Domain Zinc finger, RING-type
OG0003282	23	23	IPR013966	Family DASH complex subunit Spc34
OG0003283	23	23	IPR022771	Domain Wings apart-like protein, C-terminal
OG0003284	23	23	None	None
OG0003285	23	23	IPR007808	Family Transcription elongation factor 1
OG0003286	23	23	IPR001593	Family Small ribosomal subunit protein eS1
OG0003287	23	23	IPR001806	Family Small GTPase
OG0003288	23	23	IPR000073	Domain Alpha/beta hydrolase fold-1
OG0003289	23	23	IPR000834	Domain Peptidase M14, carboxypeptidase A
OG0003290	23	23	IPR019128	Family Sister chromatid cohesion protein Dcc1
OG0003291	23	23	IPR000219	Domain Dbl homology (DH) domain
OG0003292	23	23	None	None
OG0003293	23	23	IPR002553	Domain Clathrin/coatomer adaptor, adaptin-like, N-terminal
OG0003294	23	23	IPR005549;IPR041112	Domain Kinetochore protein Nuf2, N-terminal;Domain Nuf2, DHR10-like domain
OG0003295	23	23	IPR013766	Domain Thioredoxin domain
OG0003296	23	23	IPR003959	Domain ATPase, AAA-type, core
OG0003297	23	23	IPR004827	Domain Basic-leucine zipper domain
OG0003298	23	23	IPR006680	Domain Amidohydrolase-related
OG0003299	23	23	IPR032088;IPR014043;IPR040883;IPR002539;IPR041099;IPR013565;IPR039569	Domain Starter unit:ACP transacylase;Domain Acyl transferase domain;Domain Fatty acid synthase, meander beta sheet domain;Domain MaoC-like dehydratase domain;Domain Fatty acid synthase subunit beta, N-terminal domain;Domain Fatty acid synthase beta subunit AflB /Fas1-like, central domain;Domain FAS1-like, dehydratase domain region
OG0003300	23	23	None	None
OG0003301	23	23	IPR001452	Domain SH3 domain
OG0003302	23	23	IPR007308	Domain Rtr1/RPAP2 domain
OG0003303	23	23	IPR016712	Family Small ribosomal subunit protein bS1m-like
OG0003304	23	23	IPR045518	Domain 2EXR domain
OG0003305	23	23	IPR002616	Domain tRNA-guanine(15) transglycosylase-like
OG0003306	23	23	IPR023801	Domain Histone deacetylase domain
OG0003307	23	23	IPR013920	Family Protein of unknown function DUF1774, fungi
OG0003308	23	23	IPR003864;IPR027815;IPR032880;IPR022257	Domain CSC1/OSCA1-like, 7TM region;Domain CSC1/OSCA1-like, cytosolic domain;Domain CSC1/OSCA1-like, N-terminal transmembrane domain;Domain 10TM putative phosphate transporter, extracellular tail
OG0003309	23	23	None	None
OG0003310	23	23	IPR002889	Domain Carbohydrate-binding WSC
OG0003311	23	23	IPR021418;IPR032302;IPR021726	Domain THO complex, subunitTHOC2, C-terminal;Domain THO complex subunit 2, N-terminal domain;Domain THO complex, subunitTHOC2, N-terminal
OG0003312	23	23	IPR031968;IPR004182	Domain VASt domain;Domain GRAM domain
OG0003313	23	23	None	None
OG0003314	23	23	None	None
OG0003315	23	23	IPR000795;IPR041095;IPR000640	Domain Translational (tr)-type GTP-binding domain;Domain Elongation Factor G, domain II;Domain Elongation factor EFG, domain V-like
OG0003316	23	23	IPR001683;IPR015404	Domain Phox homology;Domain Sorting nexin/Vps5-like, C-terminal
OG0003317	23	23	IPR024969;IPR000555	Domain EIF3F/CSN6-like, C-terminal;Domain JAB1/MPN/MOV34 metalloenzyme domain
OG0003318	23	23	IPR011513;IPR014857	Family Non-structural maintenance of chromosomes element 1;Domain Non-structural maintenance of chromosomes element 1, RING C4HC3-type
OG0003319	23	23	None	None
OG0003320	23	23	None	None
OG0003321	23	23	IPR021786	Domain Pre-mRNA splicing factor component Cdc5p/Cef1, C-terminal
OG0003322	23	23	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0003323	23	23	IPR000560;IPR013651;IPR040557	Family Histidine phosphatase superfamily, clade-2;Domain ATP-grasp fold, RimK-type;Domain VIP1, N-terminal
OG0003324	23	23	IPR013094	Domain Alpha/beta hydrolase fold-3
OG0003325	23	23	None	None
OG0003326	23	23	None	None
OG0003327	23	23	IPR006683	Domain Thioesterase domain
OG0003328	23	23	None	None
OG0003329	23	23	IPR005612	Domain CCAAT-binding factor
OG0003330	23	23	IPR002314;IPR004154	Domain Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);Domain Anticodon-binding
OG0003331	23	23	IPR011545;IPR001650	Domain DEAD/DEAH box helicase domain;Domain Helicase, C-terminal domain-like
OG0003332	23	23	IPR002877	Domain Ribosomal RNA methyltransferase, FtsJ domain
OG0003333	23	23	IPR000182	Domain GNAT domain
OG0003334	23	23	IPR004827	Domain Basic-leucine zipper domain
OG0003335	23	23	IPR004839	Domain Aminotransferase, class I/classII, large domain
OG0003336	23	23	None	None
OG0003337	23	23	IPR000504;IPR029123	Domain RNA recognition motif domain;Domain Splicing factor RBM39, linker
OG0003338	23	23	IPR001199;IPR006694	Domain Cytochrome b5-like heme/steroid binding domain;Domain Fatty acid hydroxylase
OG0003339	23	23	IPR010816	Family Heterokaryon incompatibility Het-C
OG0003340	23	23	IPR001932	Domain PPM-type phosphatase-like domain
OG0003341	23	23	None	None
OG0003342	23	23	IPR000462	Family CDP-alcohol phosphatidyltransferase
OG0003343	23	23	IPR001754	Domain Orotidine 5'-phosphate decarboxylase domain
OG0003344	23	23	IPR002778	Family Signal recognition particle, SRP19 subunit
OG0003345	23	23	IPR022157;IPR000938	Domain Dynein associated protein;Domain CAP Gly-rich domain
OG0003346	23	23	IPR005824;IPR005756	Domain KOW;Family Large ribosomal subunit protein uL24, eukaryotic/archaeal
OG0003347	23	23	None	None
OG0003348	23	23	None	None
OG0003349	23	23	IPR025974;IPR028929	Domain Mif2/CENP-C cupin domain;Domain Mif2, N-terminal
OG0003350	23	23	IPR024567	Domain Ribonuclease HII/HIII domain
OG0003351	23	23	IPR046758	Domain Sey1/RHD3-like, three-helix bundle domain
OG0003352	23	23	IPR003195	Family Transcription initiation factor IID, subunit 13
OG0003353	23	23	IPR008862	Family T-complex 11
OG0003354	23	23	None	None
OG0003355	23	23	IPR001441	Family Decaprenyl diphosphate synthase-like
OG0003356	23	23	IPR013861	Family TMEM115/Pdh1/Rbl19
OG0003357	23	23	IPR029191	Domain Up-regulated during septation protein 1
OG0003358	23	23	IPR045063;IPR000375	Domain Dynamin, N-terminal;Domain Dynamin stalk domain
OG0003359	23	23	IPR005835;IPR001451	Domain Nucleotidyl transferase domain;Repeat Hexapeptide repeat
OG0003360	23	23	IPR041694;IPR013149	Domain Oxidoreductase, N-terminal domain;Domain Alcohol dehydrogenase-like, C-terminal
OG0003361	23	18	IPR006680	Domain Amidohydrolase-related
OG0003362	23	13	None	None
OG0003363	23	23	IPR045518	Domain 2EXR domain
OG0003364	23	23	None	None
OG0003365	23	23	IPR004882	Family Luc7-related
OG0003366	23	23	IPR007245	Family GPI transamidase component PIG-T
OG0003367	23	23	None	None
OG0003368	23	23	IPR016137	Domain RGS domain
OG0003369	23	23	None	None
OG0003370	23	23	IPR005821	Domain Ion transport domain
OG0003371	23	23	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type
OG0003372	23	23	IPR000406	Family Rho protein GDP-dissociation inhibitor
OG0003373	23	23	None	None
OG0003374	23	23	IPR029154;IPR006115	Domain 3-hydroxyisobutyrate dehydrogenase-like, NAD-binding domain;Domain 6-phosphogluconate dehydrogenase, NADP-binding
OG0003375	23	23	IPR007568	Family RTA-like protein
OG0003376	23	23	IPR013886;IPR021625	Domain PI31 proteasome regulator, C-terminal;Domain PI31 proteasome regulator, N-terminal
OG0003377	23	23	IPR001494	Domain Importin-beta, N-terminal domain
OG0003378	23	23	IPR021648;IPR040608;IPR031558	Domain Vacuolar protein sorting protein 36, GLUE domain;Family Snf8/Vps36 family;Domain Vacuolar protein-sorting-associated protein 36, NZF-N zinc-finger domain
OG0003379	23	23	IPR005062	Domain SAC3/GANP/THP3, conserved domain
OG0003380	23	23	IPR001452;IPR000270;IPR001683	Domain SH3 domain;Domain PB1 domain;Domain Phox homology
OG0003381	23	23	None	None
OG0003382	23	23	IPR000297	Domain Peptidyl-prolyl cis-trans isomerase, PpiC-type
OG0003383	23	23	IPR001656	Family Pseudouridine synthase, TruD
OG0003384	23	23	IPR024461	Family Coiled-coil domain-containing protein 90-like
OG0003385	23	23	IPR000719	Domain Protein kinase domain
OG0003386	23	23	IPR011545;IPR001650	Domain DEAD/DEAH box helicase domain;Domain Helicase, C-terminal domain-like
OG0003387	23	23	None	None
OG0003388	23	23	IPR002591	Family Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
OG0003389	23	23	None	None
OG0003390	23	23	IPR001313	Repeat Pumilio RNA-binding repeat
OG0003391	23	23	None	None
OG0003392	23	23	IPR007482	Family Protein-tyrosine phosphatase-like, PTPLA
OG0003393	23	23	IPR010582;IPR011614	Domain Catalase immune-responsive domain;Domain Catalase core domain
OG0003394	23	23	IPR006689	Family Small GTPase superfamily, ARF/SAR type
OG0003395	23	23	IPR016073;IPR016072	Domain SKP1 component, POZ domain;Domain SKP1 component, dimerisation
OG0003396	23	23	IPR005599	Family GPI mannosyltransferase
OG0003397	23	23	IPR002876	Family Transcriptional regulator TACO1-like
OG0003398	23	23	IPR046837	Repeat Laa1/Sip1/HEATR5-like, HEAT repeat region
OG0003399	23	23	IPR006680	Domain Amidohydrolase-related
OG0003400	23	23	IPR026992;IPR044861	Domain Non-haem dioxygenase N-terminal domain;Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain
OG0003401	23	23	IPR000210	Domain BTB/POZ domain
OG0003402	23	23	None	None
OG0003403	23	23	IPR000477;IPR021891	Domain Reverse transcriptase domain;Domain Telomerase ribonucleoprotein complex - RNA-binding domain
OG0003404	23	23	IPR000219;IPR004148	Domain Dbl homology (DH) domain;Domain BAR domain
OG0003405	23	23	IPR037525	Domain Velvet domain
OG0003406	23	23	IPR022024	Family Protein of unknown function DUF3602
OG0003407	23	23	None	None
OG0003408	23	23	IPR000257	Domain Uroporphyrinogen decarboxylase (URO-D)
OG0003409	23	23	None	None
OG0003410	23	23	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0003411	23	22	None	None
OG0003412	23	23	IPR009449	Domain GDP/GTP exchange factor Sec2, N-terminal
OG0003413	23	23	IPR004152	Domain GAT domain
OG0003414	23	23	IPR002942;IPR001912	Domain RNA-binding S4 domain;Domain Small ribosomal subunit protein uS4, N-terminal
OG0003415	23	23	IPR001147	Family Large ribosomal subunit protein eL21
OG0003416	23	23	IPR024774	Domain Pleckstrin homology domain, Mcp5-type
OG0003417	23	23	IPR000571	Domain Zinc finger, CCCH-type
OG0003418	23	23	None	None
OG0003419	23	23	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0003420	23	23	IPR021715	Domain Pre-mRNA-splicing factor SLU7 domain
OG0003421	23	23	None	None
OG0003422	23	23	IPR001683	Domain Phox homology
OG0003423	23	23	IPR000061;IPR022030	Domain SWAP/Surp;Domain Splicing factor 3A subunit 1, conserved domain
OG0003424	23	23	IPR001214;IPR006560	Domain SET domain;Domain AWS domain
OG0003425	23	23	IPR013126	Family Heat shock protein 70 family
OG0003426	23	23	IPR005351	Family PAT complex subunit Asterix
OG0003427	23	23	IPR019035	Domain Mediator complex, subunit Med12
OG0003428	23	23	IPR019448	Domain NT-type C2 domain
OG0003429	23	23	IPR019194	Domain Transcription elongation factor Eaf, N-terminal
OG0003430	23	23	None	None
OG0003431	23	23	IPR040233	Domain CCD97-like, C-terminal
OG0003432	23	23	IPR002125	Domain Cytidine and deoxycytidylate deaminase domain
OG0003433	23	23	IPR040666	Domain Atg29, N-terminal
OG0003434	23	23	IPR011022	Domain Arrestin C-terminal-like domain
OG0003435	23	23	IPR004000	Family Actin family
OG0003436	23	23	IPR000504	Domain RNA recognition motif domain
OG0003437	23	23	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0003438	23	23	IPR000358	Family Ribonucleotide reductase small subunit family
OG0003439	23	23	IPR025187	Family Protein of unknown function DUF4112
OG0003440	23	23	IPR000086;IPR007722	Domain NUDIX hydrolase domain;Domain mRNA decapping protein 2, Box A domain
OG0003441	23	23	IPR013641	Family Protein KTI12/L-seryl-tRNA(Sec) kinase
OG0003442	23	23	None	None
OG0003443	23	23	IPR002130	Domain Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
OG0003444	23	23	IPR009637	Family Transmembrane protein GPR107/GPR108-like
OG0003445	23	23	IPR003788	Family Protein arginine methyltransferase NDUFAF7
OG0003446	23	23	IPR000719	Domain Protein kinase domain
OG0003447	23	23	None	None
OG0003448	23	23	IPR017926;IPR001240;IPR013798	Domain Glutamine amidotransferase;Domain N-(5'phosphoribosyl) anthranilate isomerase (PRAI) domain;Domain Indole-3-glycerol phosphate synthase domain
OG0003449	23	23	IPR018864;IPR041634	Domain Nucleoporin Nup188, N-terminal;Domain Nuclear pore protein Nup188, C-terminal
OG0003450	23	23	IPR004217	Domain Tim10-like
OG0003451	23	23	IPR000198	Domain Rho GTPase-activating protein domain
OG0003452	23	23	IPR011701	Family Major facilitator superfamily
OG0003453	23	23	IPR005599	Family GPI mannosyltransferase
OG0003454	23	23	IPR000719;IPR022708	Domain Protein kinase domain;Domain Serine/threonine-protein kinase Atg1-like, tMIT domain
OG0003455	23	23	None	None
OG0003456	23	23	IPR004728	Family Translocation protein Sec62
OG0003457	23	23	None	None
OG0003458	23	23	IPR013766	Domain Thioredoxin domain
OG0003459	23	23	IPR013655;IPR000679	Domain PAS fold-3;Domain Zinc finger, GATA-type
OG0003460	23	23	None	None
OG0003461	23	23	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0003462	23	23	IPR011701	Family Major facilitator superfamily
OG0003463	23	23	IPR014816	Family tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
OG0003464	23	23	IPR009730	Domain Micro-fibrillar-associated protein 1, C-terminal
OG0003465	23	23	IPR022417;IPR022418	Domain Porphobilinogen deaminase, N-terminal;Domain Porphobilinogen deaminase, C-terminal
OG0003466	23	23	IPR033753	Family Glycine cleavage system H-protein/Simiate
OG0003467	23	23	None	None
OG0003468	23	23	IPR002478;IPR041366	Domain PUA domain;Domain Pre-PUA domain
OG0003469	23	23	IPR021719	Family Proteinase inhibitor I78
OG0003470	23	23	None	None
OG0003471	23	23	IPR013087	Domain Zinc finger C2H2-type
OG0003472	23	23	IPR014030;IPR014031;IPR013968;IPR009081;IPR020807;IPR032821;IPR013217;IPR014043	Domain Beta-ketoacyl synthase-like, N-terminal;Domain Beta-ketoacyl synthase, C-terminal;Domain Polyketide synthase, ketoreductase domain;Domain Phosphopantetheine binding ACP domain;Domain Polyketide synthase, dehydratase domain;Domain Polyketide synthase, C-terminal extension;Domain Methyltransferase type 12;Domain Acyl transferase domain
OG0003473	23	23	IPR002591;IPR045687	Family Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase;Domain GPI ethanolamine phosphate transferase 2, C-terminal
OG0003474	23	23	IPR025977	Domain Nuclear condensin complex subunit 3, C-terminal domain
OG0003475	23	23	IPR000504	Domain RNA recognition motif domain
OG0003476	23	23	IPR019383	Domain Golgin subfamily A member 7/ERF4
OG0003477	23	23	None	None
OG0003478	23	23	IPR025256	Domain Domain of unknown function DUF4203
OG0003479	23	23	None	None
OG0003480	23	23	IPR001360	Family Glycoside hydrolase family 1
OG0003481	23	23	IPR025110;IPR000873	Domain AMP-binding enzyme, C-terminal domain;Domain AMP-dependent synthetase/ligase domain
OG0003482	23	23	None	None
OG0003483	23	23	IPR045546;IPR013598	Domain Exportin-T, C-terminal domain;Domain Exportin-1/Importin-beta-like
OG0003484	23	23	IPR024954;IPR013719;IPR035417	Domain SSRP1, dimerization domain;Domain Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain;Domain FACT complex subunit SSRP1/POB3, N-terminal PH domain
OG0003485	23	23	IPR013734	Conserved_site Transcription factor Nrm1/Whi5
OG0003486	23	23	IPR001948	Family Peptidase M18
OG0003487	23	23	IPR013633	Family siRNA-mediated silencing protein NRDE-2
OG0003488	23	23	IPR012919	Domain SUN domain
OG0003489	23	23	IPR046361	Domain Exocyst complex subunit EXOC6/Sec15, C-terminal
OG0003490	23	23	IPR014810	Domain Fcf2 pre-rRNA processing, C-terminal
OG0003491	23	23	IPR002305	Family Aminoacyl-tRNA synthetase, class Ic
OG0003492	23	23	IPR001300	Domain Peptidase C2, calpain, catalytic domain
OG0003493	23	23	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0003494	23	23	IPR024041	Domain Ammonium transporter AmtB-like domain
OG0003495	23	23	IPR002058;IPR002934	Domain PAP/25A-associated;Domain Polymerase, nucleotidyl transferase domain
OG0003496	23	23	None	None
OG0003497	23	23	None	None
OG0003498	23	23	IPR023798	Domain Small ribosomal subunit protein uS7 domain
OG0003499	23	23	IPR004977	Family Small ribosomal subunit protein eS25
OG0003500	23	23	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0003501	23	23	IPR018552	Family Centromere protein X
OG0003502	23	23	None	None
OG0003503	23	23	IPR019049	Family Nucleoporin protein Ndc1-Nup
OG0003504	23	23	IPR007594	Family RFT1
OG0003505	23	23	IPR001650;IPR011545	Domain Helicase, C-terminal domain-like;Domain DEAD/DEAH box helicase domain
OG0003506	23	23	None	None
OG0003507	23	23	None	None
OG0003508	23	23	IPR001734	Family Sodium/solute symporter
OG0003509	23	23	IPR021100	Family N-glycosylation protein EOS1
OG0003510	23	23	IPR024621	Family Inner membrane mitoribosome receptor Mba1, mitochondrial
OG0003511	23	23	IPR009723;IPR012590	Domain Pop1, N-terminal;Domain POPLD domain
OG0003512	23	23	IPR045337;IPR045336	Domain MmgE/PrpD, C-terminal;Domain MmgE/PrpD, N-terminal
OG0003513	23	23	None	None
OG0003514	23	23	IPR001163	Domain Sm domain, eukaryotic/archaea-type
OG0003515	23	23	IPR041332	Domain Pan3 pseudokinase domain
OG0003516	23	23	IPR001012	Domain UBX domain
OG0003517	23	23	IPR009453	Family IMP-specific 5-nucleotidase
OG0003518	23	23	IPR000719	Domain Protein kinase domain
OG0003519	23	23	IPR003342;IPR016093;IPR032421	Domain Glycosyl transferase family 39/83;Domain MIR motif;Domain Protein O-mannosyl-transferase, C-terminal four TM domain
OG0003520	23	23	IPR004294	Family Carotenoid oxygenase
OG0003521	23	23	IPR021858	Family Fungal transcription factor
OG0003522	23	19	IPR015590	Domain Aldehyde dehydrogenase domain
OG0003523	23	23	None	None
OG0003524	23	23	IPR041298;IPR017961;IPR001126	Domain DNA polymerase eta, ubiquitin-binding zinc finger;Domain DNA polymerase, Y-family, little finger domain;Domain UmuC domain
OG0003525	23	23	None	None
OG0003526	23	23	IPR001594	Domain Palmitoyltransferase, DHHC domain
OG0003527	23	23	IPR007135	Family Ubiquitin-like-conjugating enzyme Atg3/Atg10
OG0003528	23	23	IPR013809	Domain ENTH domain
OG0003529	23	23	IPR002130	Domain Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
OG0003530	23	23	IPR007832	Family RNA polymerase Rpc34
OG0003531	23	23	IPR006680	Domain Amidohydrolase-related
OG0003532	23	23	None	None
OG0003533	23	23	None	None
OG0003534	23	23	IPR003307;IPR002735	Domain W2 domain;Domain Translation initiation factor IF2/IF5 domain
OG0003535	23	23	IPR000719	Domain Protein kinase domain
OG0003536	23	23	None	None
OG0003537	23	23	IPR006680	Domain Amidohydrolase-related
OG0003538	23	23	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain
OG0003539	23	23	IPR007234	Domain Vps53, N-terminal
OG0003540	23	23	IPR005100;IPR005824;IPR022581	Domain NGN domain;Domain KOW;Domain Spt5 transcription elongation factor, N-terminal
OG0003541	23	23	IPR003038	Family DAD/Ost2
OG0003542	23	23	IPR024958	Domain GRASP-type PDZ domain
OG0003543	23	23	IPR019012	Family RNA cap guanine-N2 methyltransferase
OG0003544	23	23	IPR007249	Domain Dopey, N-terminal
OG0003545	23	23	IPR043972;IPR043971;IPR043970	Domain FUZ/MON1/HPS1, first Longin domain;Domain FUZ/MON1/HPS1, second Longin domain;Domain FUZ/MON1/HPS1, third Longin domain
OG0003546	23	23	IPR007529	Domain Zinc finger, HIT-type
OG0003547	23	23	IPR013536	Domain WLM domain
