#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0003245	23	23	None	None
OG0003246	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003247	23	23	None	None
OG0003248	23	23	GO:0006360	transcription by RNA polymerase I 
OG0003249	23	23	None	None
OG0003250	23	23	GO:0015631	tubulin binding 
OG0003251	23	23	GO:0003712;GO:0006357;GO:0016592	transcription coregulator activity ;regulation of transcription by RNA polymerase II ;mediator complex 
OG0003252	23	23	GO:0003824;GO:0004619;GO:0005737;GO:0006007;GO:0030145;GO:0046872	catalytic activity ;phosphoglycerate mutase activity ;cytoplasm ;glucose catabolic process ;manganese ion binding ;metal ion binding 
OG0003253	23	23	GO:0005634;GO:0005737;GO:0006355;GO:0007623	nucleus ;cytoplasm ;regulation of DNA-templated transcription ;circadian rhythm 
OG0003254	23	23	None	None
OG0003255	23	23	GO:0000070;GO:0000776	mitotic sister chromatid segregation ;kinetochore 
OG0003256	23	23	GO:0005515;GO:0006355;GO:0043565	protein binding ;regulation of DNA-templated transcription ;sequence-specific DNA binding 
OG0003257	23	23	None	None
OG0003258	23	23	None	None
OG0003259	23	23	None	None
OG0003260	23	23	GO:0004252;GO:0016020	serine-type endopeptidase activity ;membrane 
OG0003261	23	23	GO:0016020;GO:0042765	membrane ;GPI-anchor transamidase complex 
OG0003262	23	23	None	None
OG0003263	23	23	None	None
OG0003264	23	23	GO:0004843;GO:0016579;GO:0008270	cysteine-type deubiquitinase activity ;protein deubiquitination ;zinc ion binding 
OG0003265	23	23	None	None
OG0003266	23	23	None	None
OG0003267	23	23	None	None
OG0003268	23	23	None	None
OG0003269	23	23	GO:0005780;GO:0045033	extrinsic component of intraperoxisomal membrane ;peroxisome inheritance 
OG0003270	23	23	None	None
OG0003271	23	23	GO:0005975;GO:0016832	carbohydrate metabolic process ;aldehyde-lyase activity 
OG0003272	23	23	GO:0004843;GO:0016579	cysteine-type deubiquitinase activity ;protein deubiquitination 
OG0003273	23	23	None	None
OG0003274	23	23	GO:0005524;GO:0006298;GO:0030983	ATP binding ;mismatch repair ;mismatched DNA binding 
OG0003275	23	23	GO:0003896;GO:0006269	DNA primase activity ;DNA replication, synthesis of primer 
OG0003276	23	23	GO:0004553;GO:0071704	hydrolase activity, hydrolyzing O-glycosyl compounds ;N/A
OG0003277	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003278	23	23	GO:0004571;GO:0005509;GO:0016020	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity ;calcium ion binding ;membrane 
OG0003279	23	23	GO:0016020	membrane 
OG0003280	23	23	GO:0006260	DNA replication 
OG0003281	23	23	None	None
OG0003282	23	23	GO:0005876;GO:0008608;GO:0042729	spindle microtubule ;attachment of spindle microtubules to kinetochore ;DASH complex 
OG0003283	23	23	None	None
OG0003284	23	23	None	None
OG0003285	23	23	None	None
OG0003286	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 
OG0003287	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 
OG0003288	23	23	None	None
OG0003289	23	23	GO:0004181;GO:0006508;GO:0008270	metallocarboxypeptidase activity ;proteolysis ;zinc ion binding 
OG0003290	23	23	GO:0007064;GO:0031390	mitotic sister chromatid cohesion ;Ctf18 RFC-like complex 
OG0003291	23	23	GO:0005085	guanyl-nucleotide exchange factor activity 
OG0003292	23	23	None	None
OG0003293	23	23	GO:0006886;GO:0016192;GO:0030117	intracellular protein transport ;vesicle-mediated transport ;membrane coat 
OG0003294	23	23	GO:0000776;GO:0031262	kinetochore ;Ndc80 complex 
OG0003295	23	23	None	None
OG0003296	23	23	GO:0005524;GO:0016887	ATP binding ;ATP hydrolysis activity 
OG0003297	23	23	GO:0003700;GO:0006355	DNA-binding transcription factor activity ;regulation of DNA-templated transcription 
OG0003298	23	23	GO:0016787	hydrolase activity 
OG0003299	23	23	GO:0004317;GO:0004318	N/A;enoyl-[acyl-carrier-protein] reductase (NADH) activity 
OG0003300	23	23	None	None
OG0003301	23	23	GO:0005515	protein binding 
OG0003302	23	23	None	None
OG0003303	23	23	None	None
OG0003304	23	23	None	None
OG0003305	23	23	GO:0006400;GO:0016763	tRNA modification ;pentosyltransferase activity 
OG0003306	23	23	None	None
OG0003307	23	23	None	None
OG0003308	23	23	GO:0016020	membrane 
OG0003309	23	23	None	None
OG0003310	23	23	None	None
OG0003311	23	23	None	None
OG0003312	23	23	None	None
OG0003313	23	23	None	None
OG0003314	23	23	None	None
OG0003315	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 
OG0003316	23	23	GO:0035091	phosphatidylinositol binding 
OG0003317	23	23	GO:0005515;GO:0008233;GO:0008237	protein binding ;peptidase activity ;metallopeptidase activity 
OG0003318	23	23	GO:0006281;GO:0030915	DNA repair ;Smc5-Smc6 complex 
OG0003319	23	23	None	None
OG0003320	23	23	None	None
OG0003321	23	23	None	None
OG0003322	23	23	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 
OG0003323	23	23	None	None
OG0003324	23	23	GO:0016787	hydrolase activity 
OG0003325	23	23	None	None
OG0003326	23	23	None	None
OG0003327	23	23	None	None
OG0003328	23	23	None	None
OG0003329	23	23	None	None
OG0003330	23	23	GO:0000166;GO:0004812;GO:0005524;GO:0006418	nucleotide binding ;aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation for protein translation 
OG0003331	23	23	GO:0003676;GO:0005524	nucleic acid binding ;ATP binding 
OG0003332	23	23	GO:0008168;GO:0032259	methyltransferase activity ;methylation 
OG0003333	23	23	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 
OG0003334	23	23	GO:0003700;GO:0006355	DNA-binding transcription factor activity ;regulation of DNA-templated transcription 
OG0003335	23	23	GO:0009058;GO:0030170	biosynthetic process ;pyridoxal phosphate binding 
OG0003336	23	23	None	None
OG0003337	23	23	GO:0003723	RNA binding 
OG0003338	23	23	GO:0005506;GO:0008610;GO:0016491	iron ion binding ;lipid biosynthetic process ;oxidoreductase activity 
OG0003339	23	23	None	None
OG0003340	23	23	None	None
OG0003341	23	23	None	None
OG0003342	23	23	GO:0008654;GO:0016020;GO:0016780	phospholipid biosynthetic process ;membrane ;phosphotransferase activity, for other substituted phosphate groups 
OG0003343	23	23	GO:0004590;GO:0006207	orotidine-5'-phosphate decarboxylase activity ;'de novo' pyrimidine nucleobase biosynthetic process 
OG0003344	23	23	GO:0006614;GO:0008312;GO:0048500	SRP-dependent cotranslational protein targeting to membrane ;7S RNA binding ;signal recognition particle 
OG0003345	23	23	None	None
OG0003346	23	23	GO:0003735;GO:0006412;GO:0015934	structural constituent of ribosome ;translation ;large ribosomal subunit 
OG0003347	23	23	None	None
OG0003348	23	23	None	None
OG0003349	23	23	None	None
OG0003350	23	23	GO:0004523	RNA-DNA hybrid ribonuclease activity 
OG0003351	23	23	None	None
OG0003352	23	23	GO:0006366	transcription by RNA polymerase II 
OG0003353	23	23	None	None
OG0003354	23	23	None	None
OG0003355	23	23	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups 
OG0003356	23	23	GO:0006890;GO:0016020	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum ;membrane 
OG0003357	23	23	None	None
OG0003358	23	23	None	None
OG0003359	23	23	GO:0009058	biosynthetic process 
OG0003360	23	23	None	None
OG0003361	23	18	GO:0016787	hydrolase activity 
OG0003362	23	13	None	None
OG0003363	23	23	None	None
OG0003364	23	23	None	None
OG0003365	23	23	GO:0003729;GO:0005685;GO:0006376	mRNA binding ;U1 snRNP ;mRNA splice site recognition 
OG0003366	23	23	GO:0016255;GO:0042765	attachment of GPI anchor to protein ;GPI-anchor transamidase complex 
OG0003367	23	23	None	None
OG0003368	23	23	None	None
OG0003369	23	23	None	None
OG0003370	23	23	GO:0005216;GO:0006811;GO:0016020;GO:0055085	monoatomic ion channel activity ;monoatomic ion transport ;membrane ;transmembrane transport 
OG0003371	23	23	GO:0016787	hydrolase activity 
OG0003372	23	23	GO:0005094;GO:0005515;GO:0005737;GO:0007266	Rho GDP-dissociation inhibitor activity ;protein binding ;cytoplasm ;Rho protein signal transduction 
OG0003373	23	23	None	None
OG0003374	23	23	GO:0050661;GO:0051287	NADP binding ;NAD binding 
OG0003375	23	23	GO:0016020	membrane 
OG0003376	23	23	None	None
OG0003377	23	23	GO:0006886;GO:0031267	intracellular protein transport ;small GTPase binding 
OG0003378	23	23	GO:0032266;GO:0043130	phosphatidylinositol-3-phosphate binding ;ubiquitin binding 
OG0003379	23	23	None	None
OG0003380	23	23	GO:0005515;GO:0035091	protein binding ;phosphatidylinositol binding 
OG0003381	23	23	None	None
OG0003382	23	23	GO:0003755	peptidyl-prolyl cis-trans isomerase activity 
OG0003383	23	23	GO:0001522;GO:0003723;GO:0009451;GO:0009982	pseudouridine synthesis ;RNA binding ;RNA modification ;pseudouridine synthase activity 
OG0003384	23	23	None	None
OG0003385	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003386	23	23	GO:0003676;GO:0005524	nucleic acid binding ;ATP binding 
OG0003387	23	23	None	None
OG0003388	23	23	None	None
OG0003389	23	23	None	None
OG0003390	23	23	GO:0003723	RNA binding 
OG0003391	23	23	None	None
OG0003392	23	23	None	None
OG0003393	23	23	GO:0004096;GO:0020037	catalase activity ;heme binding 
OG0003394	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 
OG0003395	23	23	GO:0006511	ubiquitin-dependent protein catabolic process 
OG0003396	23	23	GO:0016757	glycosyltransferase activity 
OG0003397	23	23	None	None
OG0003398	23	23	None	None
OG0003399	23	23	GO:0016787	hydrolase activity 
OG0003400	23	23	None	None
OG0003401	23	23	GO:0005515	protein binding 
OG0003402	23	23	None	None
OG0003403	23	23	GO:0003964	RNA-directed DNA polymerase activity 
OG0003404	23	23	GO:0005085;GO:0005515;GO:0005737	guanyl-nucleotide exchange factor activity ;protein binding ;cytoplasm 
OG0003405	23	23	None	None
OG0003406	23	23	None	None
OG0003407	23	23	None	None
OG0003408	23	23	GO:0004853;GO:0006779	uroporphyrinogen decarboxylase activity ;porphyrin-containing compound biosynthetic process 
OG0003409	23	23	None	None
OG0003410	23	23	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0003411	23	22	None	None
OG0003412	23	23	None	None
OG0003413	23	23	GO:0035091;GO:0043130	phosphatidylinositol binding ;ubiquitin binding 
OG0003414	23	23	GO:0003723;GO:0019843	RNA binding ;rRNA binding 
OG0003415	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 
OG0003416	23	23	GO:0005515;GO:0005543;GO:0005938;GO:0032065	protein binding ;phospholipid binding ;cell cortex ;maintenance of protein location in cell cortex 
OG0003417	23	23	GO:0046872	metal ion binding 
OG0003418	23	23	None	None
OG0003419	23	23	None	None
OG0003420	23	23	None	None
OG0003421	23	23	None	None
OG0003422	23	23	GO:0035091	phosphatidylinositol binding 
OG0003423	23	23	GO:0003723;GO:0006396	RNA binding ;RNA processing 
OG0003424	23	23	GO:0005515;GO:0005634;GO:0042054	protein binding ;nucleus ;histone methyltransferase activity 
OG0003425	23	23	GO:0005524;GO:0140662	ATP binding ;ATP-dependent protein folding chaperone 
OG0003426	23	23	GO:0005789;GO:0044183;GO:0045048	endoplasmic reticulum membrane ;protein folding chaperone ;protein insertion into ER membrane 
OG0003427	23	23	GO:0003712;GO:0006357;GO:0016592	transcription coregulator activity ;regulation of transcription by RNA polymerase II ;mediator complex 
OG0003428	23	23	None	None
OG0003429	23	23	None	None
OG0003430	23	23	None	None
OG0003431	23	23	None	None
OG0003432	23	23	None	None
OG0003433	23	23	None	None
OG0003434	23	23	None	None
OG0003435	23	23	None	None
OG0003436	23	23	GO:0003723	RNA binding 
OG0003437	23	23	None	None
OG0003438	23	23	GO:0009263	deoxyribonucleotide biosynthetic process 
OG0003439	23	23	None	None
OG0003440	23	23	GO:0003723	RNA binding 
OG0003441	23	23	None	None
OG0003442	23	23	None	None
OG0003443	23	23	GO:0000413;GO:0003755	protein peptidyl-prolyl isomerization ;peptidyl-prolyl cis-trans isomerase activity 
OG0003444	23	23	GO:0016020	membrane 
OG0003445	23	23	None	None
OG0003446	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003447	23	23	None	None
OG0003448	23	23	GO:0004425;GO:0004640;GO:0006568	indole-3-glycerol-phosphate synthase activity ;phosphoribosylanthranilate isomerase activity ;tryptophan metabolic process 
OG0003449	23	23	GO:0017056	structural constituent of nuclear pore 
OG0003450	23	23	None	None
OG0003451	23	23	GO:0007165	signal transduction 
OG0003452	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0003453	23	23	GO:0016757	glycosyltransferase activity 
OG0003454	23	23	GO:0004672;GO:0004674;GO:0005524;GO:0006468	protein kinase activity ;protein serine/threonine kinase activity ;ATP binding ;protein phosphorylation 
OG0003455	23	23	None	None
OG0003456	23	23	GO:0005789;GO:0015031	endoplasmic reticulum membrane ;protein transport 
OG0003457	23	23	None	None
OG0003458	23	23	None	None
OG0003459	23	23	GO:0005515;GO:0006355;GO:0043565	protein binding ;regulation of DNA-templated transcription ;sequence-specific DNA binding 
OG0003460	23	23	None	None
OG0003461	23	23	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 
OG0003462	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0003463	23	23	GO:0016429;GO:0030488;GO:0031515	N/A;tRNA methylation ;tRNA (m1A) methyltransferase complex 
OG0003464	23	23	None	None
OG0003465	23	23	GO:0004418;GO:0033014	hydroxymethylbilane synthase activity ;tetrapyrrole biosynthetic process 
OG0003466	23	23	None	None
OG0003467	23	23	None	None
OG0003468	23	23	GO:0003723	RNA binding 
OG0003469	23	23	None	None
OG0003470	23	23	None	None
OG0003471	23	23	None	None
OG0003472	23	23	None	None
OG0003473	23	23	None	None
OG0003474	23	23	None	None
OG0003475	23	23	GO:0003723	RNA binding 
OG0003476	23	23	None	None
OG0003477	23	23	None	None
OG0003478	23	23	None	None
OG0003479	23	23	None	None
OG0003480	23	23	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0003481	23	23	None	None
OG0003482	23	23	None	None
OG0003483	23	23	None	None
OG0003484	23	23	None	None
OG0003485	23	23	None	None
OG0003486	23	23	GO:0004177;GO:0006508;GO:0008270	aminopeptidase activity ;proteolysis ;zinc ion binding 
OG0003487	23	23	None	None
OG0003488	23	23	None	None
OG0003489	23	23	None	None
OG0003490	23	23	None	None
OG0003491	23	23	GO:0000166;GO:0004812;GO:0005524;GO:0006418	nucleotide binding ;aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation for protein translation 
OG0003492	23	23	GO:0004198;GO:0006508	calcium-dependent cysteine-type endopeptidase activity ;proteolysis 
OG0003493	23	23	None	None
OG0003494	23	23	GO:0008519;GO:0016020;GO:0072488	ammonium channel activity ;membrane ;ammonium transmembrane transport 
OG0003495	23	23	GO:0016779	nucleotidyltransferase activity 
OG0003496	23	23	None	None
OG0003497	23	23	None	None
OG0003498	23	23	None	None
OG0003499	23	23	None	None
OG0003500	23	23	None	None
OG0003501	23	23	GO:0006281;GO:0051382	DNA repair ;kinetochore assembly 
OG0003502	23	23	None	None
OG0003503	23	23	None	None
OG0003504	23	23	GO:0006488;GO:0016020	dolichol-linked oligosaccharide biosynthetic process ;membrane 
OG0003505	23	23	GO:0003676;GO:0005524	nucleic acid binding ;ATP binding 
OG0003506	23	23	None	None
OG0003507	23	23	None	None
OG0003508	23	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0003509	23	23	GO:0005789;GO:0034599	endoplasmic reticulum membrane ;cellular response to oxidative stress 
OG0003510	23	23	GO:0005743;GO:0032979	mitochondrial inner membrane ;protein insertion into mitochondrial inner membrane from matrix 
OG0003511	23	23	None	None
OG0003512	23	23	None	None
OG0003513	23	23	None	None
OG0003514	23	23	None	None
OG0003515	23	23	None	None
OG0003516	23	23	GO:0005515	protein binding 
OG0003517	23	23	GO:0000287;GO:0006190;GO:0009117;GO:0050483	magnesium ion binding ;inosine salvage ;nucleotide metabolic process ;IMP 5'-nucleotidase activity 
OG0003518	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003519	23	23	GO:0000030;GO:0006493;GO:0016020	mannosyltransferase activity ;protein O-linked glycosylation ;membrane 
OG0003520	23	23	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen 
OG0003521	23	23	None	None
OG0003522	23	19	GO:0016491	oxidoreductase activity 
OG0003523	23	23	None	None
OG0003524	23	23	GO:0003684;GO:0006281	damaged DNA binding ;DNA repair 
OG0003525	23	23	None	None
OG0003526	23	23	GO:0016409	palmitoyltransferase activity 
OG0003527	23	23	GO:0019787	ubiquitin-like protein transferase activity 
OG0003528	23	23	None	None
OG0003529	23	23	GO:0000413;GO:0003755	protein peptidyl-prolyl isomerization ;peptidyl-prolyl cis-trans isomerase activity 
OG0003530	23	23	GO:0005666;GO:0006383	RNA polymerase III complex ;transcription by RNA polymerase III 
OG0003531	23	23	GO:0016787	hydrolase activity 
OG0003532	23	23	None	None
OG0003533	23	23	None	None
OG0003534	23	23	GO:0003743;GO:0005515;GO:0006413	translation initiation factor activity ;protein binding ;translational initiation 
OG0003535	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003536	23	23	None	None
OG0003537	23	23	GO:0016787	hydrolase activity 
OG0003538	23	23	GO:0005975	carbohydrate metabolic process 
OG0003539	23	23	None	None
OG0003540	23	23	None	None
OG0003541	23	23	GO:0008250;GO:0016020	oligosaccharyltransferase complex ;membrane 
OG0003542	23	23	None	None
OG0003543	23	23	GO:0001510;GO:0008168;GO:0009452	RNA methylation ;methyltransferase activity ;N/A
OG0003544	23	23	None	None
OG0003545	23	23	GO:0016192	vesicle-mediated transport 
OG0003546	23	23	None	None
OG0003547	23	23	None	None
OG0003548	23	23	GO:0008237;GO:0008270	metallopeptidase activity ;zinc ion binding 
OG0003549	23	23	None	None
OG0003550	23	23	None	None
OG0003551	23	23	None	None
OG0003552	23	23	None	None
OG0003553	23	23	GO:0006520;GO:0016829	amino acid metabolic process ;lyase activity 
OG0003554	23	23	GO:0003830;GO:0006487;GO:0016020	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity ;protein N-linked glycosylation ;membrane 
OG0003555	23	23	GO:0001181;GO:0006361	RNA polymerase I general transcription initiation factor activity ;transcription initiation at RNA polymerase I promoter 
OG0003556	23	23	None	None
OG0003557	23	16	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0003558	23	23	None	None
OG0003559	23	23	None	None
OG0003560	23	23	None	None
OG0003561	23	23	None	None
OG0003562	23	23	None	None
OG0003563	23	23	GO:0015078;GO:0033177;GO:1902600	proton transmembrane transporter activity ;proton-transporting two-sector ATPase complex, proton-transporting domain ;proton transmembrane transport 
OG0003564	23	23	GO:0032324	molybdopterin cofactor biosynthetic process 
OG0003565	23	23	GO:0001682;GO:0030677	tRNA 5'-leader removal ;ribonuclease P complex 
OG0003566	23	23	None	None
OG0003567	23	23	GO:0005515	protein binding 
OG0003568	23	23	GO:0006355;GO:0043565	regulation of DNA-templated transcription ;sequence-specific DNA binding 
OG0003569	23	23	None	None
OG0003570	23	23	None	None
OG0003571	23	23	None	None
OG0003572	23	23	GO:0005515	protein binding 
OG0003573	23	23	None	None
OG0003574	23	23	None	None
OG0003575	23	23	None	None
OG0003576	23	23	GO:0005096	GTPase activator activity 
OG0003577	23	23	GO:0003723	RNA binding 
OG0003578	23	23	GO:0016491;GO:0010181	oxidoreductase activity ;FMN binding 
OG0003579	23	22	GO:0003968	RNA-dependent RNA polymerase activity 
OG0003580	23	23	None	None
OG0003581	23	23	None	None
OG0003582	23	23	GO:0005515	protein binding 
OG0003583	23	23	None	None
OG0003584	23	23	GO:0003677	DNA binding 
OG0003585	23	23	None	None
OG0003586	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 
OG0003587	23	23	GO:0016020;GO:0016126;GO:0016628	membrane ;sterol biosynthetic process ;oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor 
OG0003588	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 
OG0003589	23	23	GO:0005869	dynactin complex 
OG0003590	23	23	GO:0005680;GO:0031145	anaphase-promoting complex ;anaphase-promoting complex-dependent catabolic process 
OG0003591	23	23	None	None
OG0003592	23	23	GO:0035091	phosphatidylinositol binding 
OG0003593	23	23	GO:0008654;GO:0016020;GO:0016780	phospholipid biosynthetic process ;membrane ;phosphotransferase activity, for other substituted phosphate groups 
OG0003594	23	23	None	None
OG0003595	23	23	None	None
OG0003596	23	23	GO:0006487;GO:0008250;GO:0016020	protein N-linked glycosylation ;oligosaccharyltransferase complex ;membrane 
OG0003597	23	23	None	None
OG0003598	23	23	GO:0000077	DNA damage checkpoint signaling 
OG0003599	23	23	None	None
OG0003600	23	23	None	None
OG0003601	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 
OG0003602	23	23	None	None
OG0003603	23	23	None	None
OG0003604	23	23	None	None
OG0003605	23	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0003606	23	23	None	None
OG0003607	23	23	None	None
OG0003608	23	23	GO:0004672;GO:0005515;GO:0005524;GO:0006468	protein kinase activity ;protein binding ;ATP binding ;protein phosphorylation 
OG0003609	23	23	GO:0003735;GO:0005840;GO:0006412	structural constituent of ribosome ;ribosome ;translation 
OG0003610	23	23	GO:0016020	membrane 
OG0003611	23	23	GO:0005525	GTP binding 
OG0003612	23	23	GO:0005515	protein binding 
OG0003613	23	23	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0003614	23	23	GO:0005789;GO:0006506	endoplasmic reticulum membrane ;GPI anchor biosynthetic process 
OG0003615	23	23	GO:0016020;GO:0055085	membrane ;transmembrane transport 
OG0003616	23	23	GO:0005507;GO:0008131;GO:0009308;GO:0048038	copper ion binding ;primary methylamine oxidase activity ;amine metabolic process ;quinone binding 
OG0003617	23	23	GO:0003676;GO:0005524	nucleic acid binding ;ATP binding 
OG0003618	23	23	GO:0006506;GO:0016757	GPI anchor biosynthetic process ;glycosyltransferase activity 
OG0003619	23	23	None	None
OG0003620	23	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0003621	23	23	GO:0003723	RNA binding 
OG0003622	23	23	GO:0016491	oxidoreductase activity 
OG0003623	23	23	None	None
OG0003624	23	23	None	None
OG0003625	23	22	None	None
OG0003626	23	23	GO:0015297;GO:0016020;GO:0042910;GO:0055085	antiporter activity ;membrane ;xenobiotic transmembrane transporter activity ;transmembrane transport 
OG0003627	23	23	GO:0016192	vesicle-mediated transport 
OG0003628	23	23	None	None
OG0003629	23	23	None	None
OG0003630	23	23	None	None
OG0003631	23	23	GO:0016491	oxidoreductase activity 
OG0003632	23	23	None	None
OG0003633	23	23	None	None
OG0003634	23	23	None	None
OG0003635	23	23	None	None
OG0003636	23	23	None	None
OG0003637	23	23	GO:0003924;GO:0005525	GTPase activity ;GTP binding 
OG0003638	23	23	None	None
OG0003639	23	23	GO:0016020	membrane 
OG0003640	23	23	None	None
OG0003641	23	23	GO:0004672;GO:0005515;GO:0005524;GO:0006468	protein kinase activity ;protein binding ;ATP binding ;protein phosphorylation 
OG0003642	23	23	GO:0016491	oxidoreductase activity 
OG0003643	23	23	None	None
OG0003644	23	23	GO:0016409	palmitoyltransferase activity 
OG0003645	23	23	GO:0005096;GO:0005515;GO:0005737	GTPase activator activity ;protein binding ;cytoplasm 
OG0003646	23	23	None	None
OG0003647	23	23	None	None
OG0003648	23	22	None	None
OG0003649	23	23	GO:0004784;GO:0006801;GO:0046872	superoxide dismutase activity ;superoxide metabolic process ;metal ion binding 
OG0003650	23	23	None	None
OG0003651	23	23	GO:0005524;GO:0016887	ATP binding ;ATP hydrolysis activity 
OG0003652	23	23	GO:0003824	catalytic activity 
OG0003653	23	23	GO:0003824;GO:0016747;GO:0051536	catalytic activity ;acyltransferase activity, transferring groups other than amino-acyl groups ;iron-sulfur cluster binding 
OG0003654	23	23	GO:0003951;GO:0006741	NAD+ kinase activity ;NADP biosynthetic process 
OG0003655	23	23	GO:0016746	acyltransferase activity 
OG0003656	23	23	None	None
OG0003657	23	23	GO:0005515	protein binding 
OG0003658	23	23	None	None
OG0003659	23	23	GO:0051287	NAD binding 
OG0003660	23	23	None	None
OG0003661	23	23	None	None
OG0003662	23	23	GO:0003824	catalytic activity 
OG0003663	23	23	GO:0016020	membrane 
OG0003664	23	23	GO:0043130	ubiquitin binding 
OG0003665	23	23	None	None
OG0003666	23	23	GO:0003824	catalytic activity 
OG0003667	23	23	None	None
OG0003668	23	23	None	None
OG0003669	23	23	None	None
OG0003670	23	23	None	None
OG0003671	23	23	None	None
OG0003672	23	23	None	None
OG0003673	23	23	GO:0009058	biosynthetic process 
OG0003674	23	23	None	None
OG0003675	23	23	GO:0005739	mitochondrion 
OG0003676	23	23	GO:0016020;GO:0016757	membrane ;glycosyltransferase activity 
OG0003677	23	23	None	None
OG0003678	23	23	GO:0006725;GO:0008198;GO:0016491	N/A;ferrous iron binding ;oxidoreductase activity 
OG0003679	23	23	GO:0016491	oxidoreductase activity 
OG0003680	23	23	GO:0005515;GO:0008233;GO:0008237	protein binding ;peptidase activity ;metallopeptidase activity 
OG0003681	23	23	None	None
OG0003682	23	23	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 
OG0003683	23	23	GO:0005975;GO:0016301	carbohydrate metabolic process ;kinase activity 
OG0003684	23	23	GO:0015267;GO:0016020;GO:0055085	channel activity ;membrane ;transmembrane transport 
OG0003685	23	23	GO:0016491	oxidoreductase activity 
OG0003686	23	23	None	None
OG0003687	23	23	None	None
OG0003688	23	23	None	None
OG0003689	23	23	GO:0004408;GO:0005739	holocytochrome-c synthase activity ;mitochondrion 
OG0003690	23	23	None	None
OG0003691	23	23	None	None
OG0003692	23	23	GO:0005515;GO:0044877	protein binding ;protein-containing complex binding 
OG0003693	23	23	None	None
OG0003694	23	23	None	None
OG0003695	23	23	None	None
OG0003696	23	23	None	None
OG0003697	23	23	GO:0000145;GO:0006887	exocyst ;exocytosis 
OG0003698	23	23	None	None
OG0003699	23	23	GO:0005515	protein binding 
OG0003700	23	23	None	None
OG0003701	23	23	None	None
OG0003702	23	23	GO:0006629;GO:0016627	lipid metabolic process ;oxidoreductase activity, acting on the CH-CH group of donors 
OG0003703	23	23	GO:0004017	adenylate kinase activity 
