#cluster_id	cluster_protein_count	protein_median_count	TAXON_count	attribute	attribute_cluster_type	protein_span_mean	protein_span_sd	epigloea_count	other_count	epigloea_median	other_median	epigloea_cov	other_cov
OG0003597	23	1.0	23	compare	shared	1073.2608695652175	18.38529041358016	3	20	1.0	1.0	1.00	1.00
OG0003598	23	1.0	23	compare	shared	387.95652173913044	12.277509522521838	3	20	1.0	1.0	1.00	1.00
OG0003599	23	1.0	23	compare	shared	401.0	38.31789229022412	3	20	1.0	1.0	1.00	1.00
OG0003600	23	1.0	23	compare	shared	702.7391304347826	105.69077841856458	3	20	1.0	1.0	1.00	1.00
OG0003601	23	1.0	23	compare	shared	185.82608695652175	57.158553069824265	3	20	1.0	1.0	1.00	1.00
OG0003602	23	1.0	23	compare	shared	436.3478260869565	37.77577863917355	3	20	1.0	1.0	1.00	1.00
OG0003603	23	1.0	23	compare	shared	459.5652173913044	10.565843602841069	3	20	1.0	1.0	1.00	1.00
OG0003604	23	1.0	23	compare	shared	416.7826086956522	7.523623790025483	3	20	1.0	1.0	1.00	1.00
OG0003605	23	1.0	23	compare	shared	588.2608695652174	13.105648935724817	3	20	1.0	1.0	1.00	1.00
OG0003606	23	1.0	23	compare	shared	903.9130434782609	35.74050563312099	3	20	1.0	1.0	1.00	1.00
OG0003607	23	1.0	23	compare	shared	677.7826086956521	16.175549239352183	3	20	1.0	1.0	1.00	1.00
OG0003608	23	1.0	23	compare	shared	1737.608695652174	10.441302311055392	3	20	1.0	1.0	1.00	1.00
OG0003609	23	1.0	23	compare	shared	124.0	0.0	3	20	1.0	1.0	1.00	1.00
OG0003610	23	1.0	23	compare	shared	57.0	0.0	3	20	1.0	1.0	1.00	1.00
OG0003611	23	1.0	23	compare	shared	438.04347826086956	10.848675578831953	3	20	1.0	1.0	1.00	1.00
OG0003612	23	1.0	23	compare	shared	527.0	56.094640525206806	3	20	1.0	1.0	1.00	1.00
OG0003613	23	1.0	23	compare	shared	953.2608695652174	76.56836524156432	3	20	1.0	1.0	1.00	1.00
OG0003614	23	1.0	23	compare	shared	271.30434782608694	41.27999281956533	3	20	1.0	1.0	1.00	1.00
OG0003615	23	1.0	23	compare	shared	1267.1739130434783	14.571121451016207	3	20	1.0	1.0	1.00	1.00
OG0003616	23	1.0	23	compare	shared	724.0869565217391	114.98805724130027	3	20	1.0	1.0	1.00	1.00
OG0003617	23	1.0	23	compare	shared	1018.2608695652174	119.08609139803544	3	20	1.0	1.0	1.00	1.00
OG0003618	23	1.0	23	compare	shared	569.6521739130435	20.5925454972597	3	20	1.0	1.0	1.00	1.00
OG0003619	23	1.0	23	compare	shared	278.8695652173913	27.34371296918907	3	20	1.0	1.0	1.00	1.00
OG0003620	23	1.0	23	compare	shared	1019.8695652173913	16.440417713475917	3	20	1.0	1.0	1.00	1.00
OG0003621	23	1.0	23	compare	shared	941.0869565217391	84.55042901877542	3	20	1.0	1.0	1.00	1.00
OG0003622	23	1.0	23	compare	shared	247.52173913043478	5.436347600760541	3	20	1.0	1.0	1.00	1.00
OG0003623	23	1.0	23	compare	shared	380.69565217391306	5.384638235062342	3	20	1.0	1.0	1.00	1.00
OG0003624	23	1.0	23	compare	shared	735.9565217391304	15.482046434975734	3	20	1.0	1.0	1.00	1.00
OG0003625	23	1.0	22	compare	shared	210.56521739130434	41.540787799940645	2	21	1.0	1.0	0.67	1.00
OG0003626	23	1.0	23	compare	shared	699.7826086956521	7.6724040886188245	3	20	1.0	1.0	1.00	1.00
OG0003627	23	1.0	23	compare	shared	718.2173913043479	24.920668079779343	3	20	1.0	1.0	1.00	1.00
OG0003628	23	1.0	23	compare	shared	1046.7826086956522	54.543127349105994	3	20	1.0	1.0	1.00	1.00
OG0003629	23	1.0	23	compare	shared	1208.8695652173913	16.376824419643558	3	20	1.0	1.0	1.00	1.00
OG0003630	23	1.0	23	compare	shared	258.69565217391306	2.5780812313693207	3	20	1.0	1.0	1.00	1.00
OG0003631	23	1.0	23	compare	shared	418.30434782608694	7.189574472554569	3	20	1.0	1.0	1.00	1.00
OG0003632	23	1.0	23	compare	shared	249.30434782608697	4.876160130486637	3	20	1.0	1.0	1.00	1.00
OG0003633	23	1.0	23	compare	shared	139.43478260869566	1.4393865528040741	3	20	1.0	1.0	1.00	1.00
OG0003634	23	1.0	23	compare	shared	525.5652173913044	24.533607981805588	3	20	1.0	1.0	1.00	1.00
OG0003635	23	1.0	23	compare	shared	355.82608695652175	21.375833925076194	3	20	1.0	1.0	1.00	1.00
OG0003636	23	1.0	23	compare	shared	358.4347826086956	6.163187253901513	3	20	1.0	1.0	1.00	1.00
OG0003637	23	1.0	23	compare	shared	195.17391304347825	8.590450582468296	3	20	1.0	1.0	1.00	1.00
OG0003638	23	1.0	23	compare	shared	594.0869565217391	30.10981790405749	3	20	1.0	1.0	1.00	1.00
OG0003639	23	1.0	23	compare	shared	397.60869565217394	55.227386976134596	3	20	1.0	1.0	1.00	1.00
OG0003640	23	1.0	23	compare	shared	281.4782608695652	30.063511850772063	3	20	1.0	1.0	1.00	1.00
OG0003641	23	1.0	23	compare	shared	714.9565217391304	11.708333193182149	3	20	1.0	1.0	1.00	1.00
OG0003642	23	1.0	23	compare	shared	633.6521739130435	19.57729096072944	3	20	1.0	1.0	1.00	1.00
OG0003643	23	1.0	23	compare	shared	125.26086956521739	1.3583042914620265	3	20	1.0	1.0	1.00	1.00
OG0003644	23	1.0	23	compare	shared	721.0434782608696	60.90511384317024	3	20	1.0	1.0	1.00	1.00
OG0003645	23	1.0	23	compare	shared	1262.304347826087	14.65081918650076	3	20	1.0	1.0	1.00	1.00
OG0003646	23	1.0	23	compare	shared	1426.0869565217392	24.85770468167944	3	20	1.0	1.0	1.00	1.00
OG0003647	23	1.0	23	compare	shared	537.3478260869565	13.870859964099823	3	20	1.0	1.0	1.00	1.00
OG0003648	23	1.0	22	compare	shared	880.9130434782609	433.6655606864809	3	20	1.0	1.0	1.00	0.95
OG0003649	23	1.0	23	compare	shared	214.7391304347826	1.8700707102266587	3	20	1.0	1.0	1.00	1.00
OG0003650	23	1.0	23	compare	shared	432.2608695652174	29.413421058664547	3	20	1.0	1.0	1.00	1.00
OG0003651	23	1.0	23	compare	shared	453.5217391304348	19.8557177510713	3	20	1.0	1.0	1.00	1.00
OG0003652	23	1.0	23	compare	shared	324.7826086956522	29.162150158902197	3	20	1.0	1.0	1.00	1.00
OG0003653	23	1.0	23	compare	shared	578.1304347826087	2.437110688215916	3	20	1.0	1.0	1.00	1.00
OG0003654	23	1.0	23	compare	shared	482.0	24.747419716178406	3	20	1.0	1.0	1.00	1.00
OG0003655	23	1.0	23	compare	shared	393.95652173913044	41.12280469718196	3	20	1.0	1.0	1.00	1.00
OG0003656	23	1.0	23	compare	shared	489.5217391304348	17.512404461378328	3	20	1.0	1.0	1.00	1.00
OG0003657	23	1.0	23	compare	shared	204.0	0.0	3	20	1.0	1.0	1.00	1.00
OG0003658	23	1.0	23	compare	shared	117.0	0.29488391230979427	3	20	1.0	1.0	1.00	1.00
OG0003659	23	1.0	23	compare	shared	400.0	21.54469570552061	3	20	1.0	1.0	1.00	1.00
OG0003660	23	1.0	23	compare	shared	290.3478260869565	6.6503265408691785	3	20	1.0	1.0	1.00	1.00
OG0003661	23	1.0	23	compare	shared	382.69565217391306	10.11428083200097	3	20	1.0	1.0	1.00	1.00
OG0003662	23	1.0	23	compare	shared	345.0	11.898118229001776	3	20	1.0	1.0	1.00	1.00
OG0003663	23	1.0	23	compare	shared	1268.8695652173913	71.2370838622853	3	20	1.0	1.0	1.00	1.00
OG0003664	23	1.0	23	compare	shared	969.695652173913	14.112697898204067	3	20	1.0	1.0	1.00	1.00
OG0003665	23	1.0	23	compare	shared	630.8695652173913	37.0443968042884	3	20	1.0	1.0	1.00	1.00
OG0003666	23	1.0	23	compare	shared	298.6521739130435	103.87769091189476	3	20	1.0	1.0	1.00	1.00
OG0003667	23	1.0	23	compare	shared	484.5652173913044	44.64139830184585	3	20	1.0	1.0	1.00	1.00
OG0003668	23	1.0	23	compare	shared	242.2173913043478	1.3173267310907057	3	20	1.0	1.0	1.00	1.00
OG0003669	23	1.0	23	compare	shared	537.7826086956521	32.1625714439993	3	20	1.0	1.0	1.00	1.00
OG0003670	23	1.0	23	compare	shared	186.34782608695653	10.132207346323144	3	20	1.0	1.0	1.00	1.00
OG0003671	23	1.0	23	compare	shared	384.5217391304348	14.916782393513197	3	20	1.0	1.0	1.00	1.00
OG0003672	23	1.0	23	compare	shared	368.0	16.394590836481775	3	20	1.0	1.0	1.00	1.00
OG0003673	23	1.0	23	compare	shared	377.7391304347826	2.1511855438005196	3	20	1.0	1.0	1.00	1.00
OG0003674	23	1.0	23	compare	shared	216.8695652173913	10.410297359600825	3	20	1.0	1.0	1.00	1.00
OG0003675	23	1.0	23	compare	shared	387.0	21.58501895941398	3	20	1.0	1.0	1.00	1.00
OG0003676	23	1.0	23	compare	shared	519.0	53.243493172568904	3	20	1.0	1.0	1.00	1.00
OG0003677	23	1.0	23	compare	shared	363.4347826086956	6.559600246015274	3	20	1.0	1.0	1.00	1.00
OG0003678	23	1.0	23	compare	shared	303.60869565217394	42.49883796921345	3	20	1.0	1.0	1.00	1.00
OG0003679	23	1.0	23	compare	shared	582.695652173913	29.8072573342812	3	20	1.0	1.0	1.00	1.00
OG0003680	23	1.0	23	compare	shared	371.8695652173913	2.006605349428578	3	20	1.0	1.0	1.00	1.00
OG0003681	23	1.0	23	compare	shared	448.95652173913044	0.20393111999232305	3	20	1.0	1.0	1.00	1.00
OG0003682	23	1.0	23	compare	shared	974.8695652173913	68.07112926154082	3	20	1.0	1.0	1.00	1.00
OG0003683	23	1.0	23	compare	shared	514.0434782608696	0.20393111999232297	3	20	1.0	1.0	1.00	1.00
OG0003684	23	1.0	23	compare	shared	329.17391304347825	4.00708257651964	3	20	1.0	1.0	1.00	1.00
OG0003685	23	1.0	23	compare	shared	683.9130434782609	24.653975856235615	3	20	1.0	1.0	1.00	1.00
OG0003686	23	1.0	23	compare	shared	463.9130434782609	38.51020535941345	3	20	1.0	1.0	1.00	1.00
OG0003687	23	1.0	23	compare	shared	439.5217391304348	10.672474001994635	3	20	1.0	1.0	1.00	1.00
OG0003688	23	1.0	23	compare	shared	719.0434782608696	46.694640099144756	3	20	1.0	1.0	1.00	1.00
OG0003689	23	1.0	23	compare	shared	343.60869565217394	6.183703199151661	3	20	1.0	1.0	1.00	1.00
OG0003690	23	1.0	23	compare	shared	676.9130434782609	43.49803897976397	3	20	1.0	1.0	1.00	1.00
OG0003691	23	1.0	23	compare	shared	570.6086956521739	29.271946995500187	3	20	1.0	1.0	1.00	1.00
OG0003692	23	1.0	23	compare	shared	2598.2608695652175	141.89500631324262	3	20	1.0	1.0	1.00	1.00
OG0003693	23	1.0	23	compare	shared	308.4782608695652	8.219116451072761	3	20	1.0	1.0	1.00	1.00
OG0003694	23	1.0	23	compare	shared	564.2173913043479	5.364590196586845	3	20	1.0	1.0	1.00	1.00
OG0003695	23	1.0	23	compare	shared	433.82608695652175	5.378315348920941	3	20	1.0	1.0	1.00	1.00
OG0003696	23	1.0	23	compare	shared	1401.695652173913	51.14381664577261	3	20	1.0	1.0	1.00	1.00
OG0003697	23	1.0	23	compare	shared	761.9565217391304	14.152825070173046	3	20	1.0	1.0	1.00	1.00
OG0003698	23	1.0	23	compare	shared	359.95652173913044	52.88583130781904	3	20	1.0	1.0	1.00	1.00
OG0003699	23	1.0	23	compare	shared	1066.391304347826	62.19656018059742	3	20	1.0	1.0	1.00	1.00
OG0003700	23	1.0	23	compare	shared	966.0869565217391	145.27273092912793	3	20	1.0	1.0	1.00	1.00
OG0003701	23	1.0	23	compare	shared	207.7826086956522	31.650202996449266	3	20	1.0	1.0	1.00	1.00
OG0003702	23	1.0	23	compare	shared	330.95652173913044	0.20393111999232302	3	20	1.0	1.0	1.00	1.00
OG0003703	23	1.0	23	compare	shared	274.4782608695652	10.29930164461308	3	20	1.0	1.0	1.00	1.00
OG0003704	23	1.0	23	compare	shared	369.9130434782609	6.927657509095484	3	20	1.0	1.0	1.00	1.00
OG0003705	23	1.0	23	compare	shared	454.4782608695652	20.88658726097224	3	20	1.0	1.0	1.00	1.00
OG0003706	23	1.0	23	compare	shared	119.0	0.0	3	20	1.0	1.0	1.00	1.00
OG0003707	23	1.0	23	compare	shared	816.8260869565217	27.28696483498086	3	20	1.0	1.0	1.00	1.00
OG0003708	23	1.0	23	compare	shared	1271.9565217391305	58.33969359510956	3	20	1.0	1.0	1.00	1.00
OG0003709	23	1.0	23	compare	shared	85.65217391304348	3.630890364541384	3	20	1.0	1.0	1.00	1.00
OG0003710	23	1.0	23	compare	shared	1424.7391304347825	57.576578413905004	3	20	1.0	1.0	1.00	1.00
OG0003711	23	1.0	23	compare	shared	447.7391304347826	5.914002479777371	3	20	1.0	1.0	1.00	1.00
OG0003712	23	1.0	23	compare	shared	447.1304347826087	18.83637634270476	3	20	1.0	1.0	1.00	1.00
OG0003713	23	1.0	23	compare	shared	1193.7826086956522	277.2126724817952	3	20	1.0	1.0	1.00	1.00
OG0003714	23	1.0	23	compare	shared	926.7391304347826	64.81090715458609	3	20	1.0	1.0	1.00	1.00
OG0003715	23	1.0	23	compare	shared	518.1739130434783	27.227946279532986	3	20	1.0	1.0	1.00	1.00
OG0003716	23	1.0	23	compare	shared	259.2173913043478	50.67625850241316	3	20	1.0	1.0	1.00	1.00
OG0003717	23	1.0	23	compare	shared	761.0434782608696	5.767059840685644	3	20	1.0	1.0	1.00	1.00
OG0003718	23	1.0	23	compare	shared	971.6086956521739	188.23083403339467	3	20	1.0	1.0	1.00	1.00
OG0003719	23	1.0	23	compare	shared	438.39130434782606	47.4898058904863	3	20	1.0	1.0	1.00	1.00
OG0003720	23	1.0	23	compare	shared	581.8260869565217	49.82373467396843	3	20	1.0	1.0	1.00	1.00
OG0003721	23	1.0	23	compare	shared	361.82608695652175	15.848884678666066	3	20	1.0	1.0	1.00	1.00
OG0003722	23	1.0	23	compare	shared	475.2173913043478	13.12798710269857	3	20	1.0	1.0	1.00	1.00
OG0003723	23	1.0	23	compare	shared	416.0869565217391	17.88590176763777	3	20	1.0	1.0	1.00	1.00
OG0003724	23	1.0	23	compare	shared	345.8695652173913	7.713930638651129	3	20	1.0	1.0	1.00	1.00
OG0003725	23	1.0	23	compare	shared	518.5652173913044	22.1454207396326	3	20	1.0	1.0	1.00	1.00
OG0003726	23	1.0	23	compare	shared	361.4347826086956	5.709078102358383	3	20	1.0	1.0	1.00	1.00
OG0003727	23	1.0	23	compare	shared	462.7391304347826	13.584573704099709	3	20	1.0	1.0	1.00	1.00
OG0003728	23	1.0	23	compare	shared	122.21739130434783	0.6565073421974567	3	20	1.0	1.0	1.00	1.00
OG0003729	23	1.0	23	compare	shared	303.2173913043478	13.370820018881252	3	20	1.0	1.0	1.00	1.00
OG0003730	23	1.0	23	compare	shared	947.5217391304348	20.88658726097224	3	20	1.0	1.0	1.00	1.00
OG0003731	23	1.0	23	compare	shared	539.1739130434783	4.050251456638686	3	20	1.0	1.0	1.00	1.00
OG0003732	23	1.0	23	compare	shared	380.69565217391306	8.999684934623836	3	20	1.0	1.0	1.00	1.00
OG0003733	23	1.0	23	compare	shared	461.04347826086956	27.85284039979556	3	20	1.0	1.0	1.00	1.00
OG0003734	23	1.0	23	compare	shared	501.4782608695652	210.62017525171322	3	20	1.0	1.0	1.00	1.00
OG0003735	23	1.0	23	compare	shared	292.0869565217391	10.660422715651125	3	20	1.0	1.0	1.00	1.00
OG0003736	23	1.0	23	compare	shared	307.7826086956522	7.3007237386269095	3	20	1.0	1.0	1.00	1.00
OG0003737	23	1.0	23	compare	shared	424.4782608695652	2.243242319915554	3	20	1.0	1.0	1.00	1.00
OG0003738	23	1.0	23	compare	shared	371.1304347826087	5.7279205409998095	3	20	1.0	1.0	1.00	1.00
OG0003739	23	1.0	23	compare	shared	191.91304347826087	6.6523159973459185	3	20	1.0	1.0	1.00	1.00
OG0003740	23	1.0	23	compare	shared	769.4347826086956	36.913325138475784	3	20	1.0	1.0	1.00	1.00
OG0003741	23	1.0	23	compare	shared	303.4782608695652	26.33045775658064	3	20	1.0	1.0	1.00	1.00
OG0003742	23	1.0	23	compare	shared	271.9130434782609	19.704144440410108	3	20	1.0	1.0	1.00	1.00
OG0003743	23	1.0	23	compare	shared	169.7826086956522	4.412989933279787	3	20	1.0	1.0	1.00	1.00
OG0003744	23	1.0	23	compare	shared	688.6521739130435	11.525430089691362	3	20	1.0	1.0	1.00	1.00
OG0003745	23	1.0	23	compare	shared	1103.4782608695652	125.83421445461568	3	20	1.0	1.0	1.00	1.00
OG0003746	23	1.0	23	compare	shared	1524.4347826086957	1.0964800185146515	3	20	1.0	1.0	1.00	1.00
OG0003747	23	1.0	23	compare	shared	377.30434782608694	15.50717865351594	3	20	1.0	1.0	1.00	1.00
OG0003748	23	1.0	23	compare	shared	273.8695652173913	0.3367811605397755	3	20	1.0	1.0	1.00	1.00
OG0003749	23	1.0	23	compare	shared	459.1304347826087	1.8010708849746064	3	20	1.0	1.0	1.00	1.00
OG0003750	23	1.0	23	compare	shared	733.0434782608696	63.501097738453765	3	20	1.0	1.0	1.00	1.00
OG0003751	23	1.0	23	compare	shared	496.7391304347826	9.953008683435977	3	20	1.0	1.0	1.00	1.00
OG0003752	23	1.0	23	compare	shared	524.304347826087	6.543731036573631	3	20	1.0	1.0	1.00	1.00
OG0003753	23	1.0	23	compare	shared	387.4347826086956	8.914209891864747	3	20	1.0	1.0	1.00	1.00
OG0003754	23	1.0	23	compare	shared	162.7826086956522	4.951561209567978	3	20	1.0	1.0	1.00	1.00
OG0003755	23	1.0	23	compare	shared	984.2173913043479	18.722124836996954	3	20	1.0	1.0	1.00	1.00
OG0003756	23	1.0	23	compare	shared	1239.2173913043478	148.27587581840967	3	20	1.0	1.0	1.00	1.00
OG0003757	23	1.0	23	compare	shared	101.1304347826087	0.6117933599769687	3	20	1.0	1.0	1.00	1.00
OG0003758	23	1.0	23	compare	shared	215.47826086956522	1.440699263111382	3	20	1.0	1.0	1.00	1.00
OG0003759	23	1.0	23	compare	shared	233.2608695652174	35.13231807263649	3	20	1.0	1.0	1.00	1.00
OG0003760	23	1.0	23	compare	shared	370.0	35.841438247539315	3	20	1.0	1.0	1.00	1.00
OG0003761	23	1.0	23	compare	shared	556.1304347826087	16.28897826306003	3	20	1.0	1.0	1.00	1.00
OG0003762	23	1.0	23	compare	shared	678.304347826087	47.14034068848934	3	20	1.0	1.0	1.00	1.00
OG0003763	23	1.0	23	compare	shared	456.9130434782609	46.210212539125514	3	20	1.0	1.0	1.00	1.00
OG0003764	23	1.0	23	compare	shared	594.8695652173913	15.140801046599321	3	20	1.0	1.0	1.00	1.00
OG0003765	23	1.0	23	compare	shared	901.3913043478261	55.04049033720127	3	20	1.0	1.0	1.00	1.00
OG0003766	23	1.0	23	compare	shared	939.6086956521739	40.90895419197716	3	20	1.0	1.0	1.00	1.00
OG0003767	23	1.0	23	compare	shared	539.7391304347826	27.672333367941075	3	20	1.0	1.0	1.00	1.00
OG0003768	23	1.0	23	compare	shared	121.47826086956522	4.158485983032467	3	20	1.0	1.0	1.00	1.00
OG0003769	23	1.0	23	compare	shared	352.0	11.09249648460028	3	20	1.0	1.0	1.00	1.00
OG0003770	23	1.0	23	compare	shared	436.69565217391306	11.284598132386098	3	20	1.0	1.0	1.00	1.00
OG0003771	23	1.0	23	compare	shared	252.91304347826087	3.3996552699694984	3	20	1.0	1.0	1.00	1.00
OG0003772	23	1.0	23	compare	shared	327.4347826086956	10.953760866782424	3	20	1.0	1.0	1.00	1.00
OG0003773	23	1.0	23	compare	shared	362.8695652173913	14.525253414914516	3	20	1.0	1.0	1.00	1.00
OG0003774	23	1.0	23	compare	shared	714.304347826087	17.311556287532568	3	20	1.0	1.0	1.00	1.00
OG0003775	23	1.0	23	compare	shared	285.60869565217394	19.648518321026657	3	20	1.0	1.0	1.00	1.00
OG0003776	23	1.0	22	compare	shared	251.08695652173913	67.25610561808611	3	20	1.0	1.0	1.00	0.95
OG0003777	23	1.0	23	compare	shared	391.82608695652175	121.29326737612045	3	20	1.0	1.0	1.00	1.00
OG0003778	23	1.0	23	compare	shared	306.95652173913044	11.062974915846908	3	20	1.0	1.0	1.00	1.00
OG0003779	23	1.0	23	compare	shared	634.9130434782609	30.679143238814135	3	20	1.0	1.0	1.00	1.00
OG0003780	23	1.0	23	compare	shared	532.7391304347826	3.2466356004512114	3	20	1.0	1.0	1.00	1.00
OG0003781	23	1.0	23	compare	shared	719.7391304347826	34.82280286312198	3	20	1.0	1.0	1.00	1.00
OG0003782	23	1.0	23	compare	shared	472.82608695652175	36.22832446282525	3	20	1.0	1.0	1.00	1.00
OG0003783	23	1.0	23	compare	shared	580.9565217391304	12.09196017795211	3	20	1.0	1.0	1.00	1.00
OG0003784	23	1.0	23	compare	shared	544.4347826086956	15.73096112754142	3	20	1.0	1.0	1.00	1.00
OG0003785	23	1.0	23	compare	shared	267.30434782608694	7.386443414377425	3	20	1.0	1.0	1.00	1.00
OG0003786	23	1.0	23	compare	shared	570.9130434782609	9.730780582113649	3	20	1.0	1.0	1.00	1.00
OG0003787	23	1.0	23	compare	shared	616.0869565217391	8.846089990981575	3	20	1.0	1.0	1.00	1.00
OG0003788	23	1.0	23	compare	shared	307.82608695652175	7.334564827570201	3	20	1.0	1.0	1.00	1.00
OG0003789	23	1.0	23	compare	shared	361.8695652173913	16.30231871431601	3	20	1.0	1.0	1.00	1.00
OG0003790	23	1.0	23	compare	shared	716.4347826086956	25.19114075977561	3	20	1.0	1.0	1.00	1.00
OG0003791	23	1.0	23	compare	shared	1783.391304347826	283.7832515097202	3	20	1.0	1.0	1.00	1.00
OG0003792	23	1.0	23	compare	shared	574.0869565217391	27.23634567117712	3	20	1.0	1.0	1.00	1.00
OG0003793	23	1.0	16	compare	specific	420.5217391304348	27.690634997064308	0	23	0.0	1.0	0.00	0.80
OG0003794	23	1.0	23	compare	shared	801.4347826086956	46.809350688823514	3	20	1.0	1.0	1.00	1.00
OG0003795	23	1.0	23	compare	shared	398.17391304347825	3.908209574651172	3	20	1.0	1.0	1.00	1.00
OG0003796	23	1.0	23	compare	shared	1248.7391304347825	11.673892802184703	3	20	1.0	1.0	1.00	1.00
OG0003797	23	1.0	23	compare	shared	419.3478260869565	14.57994064415715	3	20	1.0	1.0	1.00	1.00
OG0003798	23	1.0	23	compare	shared	616.6086956521739	28.627653293298167	3	20	1.0	1.0	1.00	1.00
OG0003799	23	1.0	23	compare	shared	151.0	0.0	3	20	1.0	1.0	1.00	1.00
OG0003800	23	1.0	23	compare	shared	830.2173913043479	66.78059892809219	3	20	1.0	1.0	1.00	1.00
OG0003801	23	1.0	23	compare	shared	422.3478260869565	21.77275660215561	3	20	1.0	1.0	1.00	1.00
OG0003802	23	1.0	23	compare	shared	278.8695652173913	8.098869206232418	3	20	1.0	1.0	1.00	1.00
OG0003803	23	1.0	23	compare	shared	849.6086956521739	49.06051199721739	3	20	1.0	1.0	1.00	1.00
OG0003804	23	1.0	23	compare	shared	905.5217391304348	104.55698241097276	3	20	1.0	1.0	1.00	1.00
OG0003805	23	1.0	23	compare	shared	416.0869565217391	122.35867199539382	3	20	1.0	1.0	1.00	1.00
OG0003806	23	1.0	23	compare	shared	686.0	3.5995168757946443	3	20	1.0	1.0	1.00	1.00
OG0003807	23	1.0	23	compare	shared	1139.5217391304348	122.47621581537244	3	20	1.0	1.0	1.00	1.00
OG0003808	23	1.0	23	compare	shared	1241.4782608695652	16.30649261255318	3	20	1.0	1.0	1.00	1.00
OG0003809	23	1.0	23	compare	shared	402.0	6.358835004047176	3	20	1.0	1.0	1.00	1.00
OG0003810	23	1.0	23	compare	shared	318.30434782608694	6.785116593203455	3	20	1.0	1.0	1.00	1.00
OG0003811	23	1.0	23	compare	shared	1020.6086956521739	11.668385866668078	3	20	1.0	1.0	1.00	1.00
OG0003812	23	1.0	23	compare	shared	246.6086956521739	3.1310385891111014	3	20	1.0	1.0	1.00	1.00
OG0003813	23	1.0	23	compare	shared	600.9130434782609	7.546453491704395	3	20	1.0	1.0	1.00	1.00
OG0003814	23	1.0	23	compare	shared	666.304347826087	13.404849163508267	3	20	1.0	1.0	1.00	1.00
OG0003815	23	1.0	23	compare	shared	496.39130434782606	19.942829441299544	3	20	1.0	1.0	1.00	1.00
OG0003816	23	1.0	23	compare	shared	262.7826086956522	10.866608293455815	3	20	1.0	1.0	1.00	1.00
OG0003817	23	1.0	23	compare	shared	136.1304347826087	1.2956229935435948	3	20	1.0	1.0	1.00	1.00
OG0003818	23	1.0	23	compare	shared	200.30434782608697	11.1059513329319	3	20	1.0	1.0	1.00	1.00
OG0003819	23	1.0	23	compare	shared	1004.0434782608696	38.34565704207789	3	20	1.0	1.0	1.00	1.00
OG0003820	23	1.0	23	compare	shared	291.95652173913044	3.2501272332227407	3	20	1.0	1.0	1.00	1.00
OG0003821	23	1.0	23	compare	shared	423.0869565217391	11.901454216874948	3	20	1.0	1.0	1.00	1.00
OG0003822	23	1.0	23	compare	shared	413.2608695652174	10.347095334080574	3	20	1.0	1.0	1.00	1.00
OG0003823	23	1.0	23	compare	shared	1110.0434782608695	59.23239291562007	3	20	1.0	1.0	1.00	1.00
OG0003824	23	1.0	23	compare	shared	746.1739130434783	52.242454977531395	3	20	1.0	1.0	1.00	1.00
OG0003825	23	1.0	23	compare	shared	330.5217391304348	0.9264032935940222	3	20	1.0	1.0	1.00	1.00
OG0003826	23	1.0	23	compare	shared	439.2173913043478	34.380171891392045	3	20	1.0	1.0	1.00	1.00
OG0003827	23	1.0	23	compare	shared	1788.0	172.79215964499838	3	20	1.0	1.0	1.00	1.00
OG0003828	23	1.0	23	compare	shared	258.30434782608694	7.237792016238196	3	20	1.0	1.0	1.00	1.00
OG0003829	23	1.0	23	compare	shared	481.7826086956522	3.463555872461641	3	20	1.0	1.0	1.00	1.00
OG0003830	23	1.0	23	compare	shared	486.7826086956522	5.2911453657656695	3	20	1.0	1.0	1.00	1.00
OG0003831	23	1.0	23	compare	shared	660.8260869565217	7.87208703288449	3	20	1.0	1.0	1.00	1.00
OG0003832	23	1.0	23	compare	shared	274.5652173913044	15.440843880285483	3	20	1.0	1.0	1.00	1.00
OG0003833	23	1.0	23	compare	shared	547.9130434782609	25.860685359421147	3	20	1.0	1.0	1.00	1.00
OG0003834	23	1.0	23	compare	shared	667.8695652173913	45.04809444198991	3	20	1.0	1.0	1.00	1.00
OG0003835	23	1.0	23	compare	shared	610.9130434782609	3.512871282908549	3	20	1.0	1.0	1.00	1.00
OG0003836	23	1.0	23	compare	shared	515.695652173913	21.035032440955746	3	20	1.0	1.0	1.00	1.00
OG0003837	23	1.0	23	compare	shared	303.04347826086956	75.8622769639995	3	20	1.0	1.0	1.00	1.00
OG0003838	23	1.0	23	compare	shared	1670.304347826087	11.395784051125508	3	20	1.0	1.0	1.00	1.00
OG0003839	23	1.0	23	compare	shared	552.695652173913	47.852522338324924	3	20	1.0	1.0	1.00	1.00
OG0003840	23	1.0	23	compare	shared	148.3913043478261	4.816088349929736	3	20	1.0	1.0	1.00	1.00
OG0003841	23	1.0	23	compare	shared	318.5217391304348	14.884685930052232	3	20	1.0	1.0	1.00	1.00
OG0003842	23	1.0	23	compare	shared	647.8260869565217	14.698867669825702	3	20	1.0	1.0	1.00	1.00
OG0003843	23	1.0	23	compare	shared	1235.2173913043478	27.347929771006875	3	20	1.0	1.0	1.00	1.00
OG0003844	23	1.0	23	compare	shared	757.2173913043479	11.154864494486661	3	20	1.0	1.0	1.00	1.00
OG0003845	23	1.0	23	compare	shared	739.6521739130435	3.7487237903999775	3	20	1.0	1.0	1.00	1.00
