tip	accession	genus	kingdom	phylum	class	order	family	colours_kingdom	colours_phylum	colours_sordario	colours_hypocr
KAG5653756.1_Sphagnurus_paluster	KAG5653756.1	Sphagnurus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6833342.1_Tephrocybe_sp._NHM501043	KAG6833342.1	Tephrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6917405.1_Tephrocybe_rancida	KAG6917405.1	Tephrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6909396.1_Tephrocybe_rancida	KAG6909396.1	Tephrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6816493.1_Tephrocybe_sp._NHM501043	KAG6816493.1	Tephrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH0580539.1_Termitomyces_sp._'cryptogamus'	KAH0580539.1	Termitomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KNZ78922.1_Termitomyces_sp._J132	KNZ78922.1	Termitomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG5338821.1_Termitomyces_sp._Mn162	KAG5338821.1	Termitomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6889154.1_Termitomyces_sp._Mi166_008	KAG6889154.1	Termitomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KNZ77897.1_Termitomyces_sp._J132	KNZ77897.1	Termitomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5375958.1_Tricholomella_constricta	KAF5375958.1	Tricholomella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5377935.1_Tricholomella_constricta	KAF5377935.1	Tricholomella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5386713.1_Tricholomella_constricta	KAF5386713.1	Tricholomella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_043002583.1_Marasmius_oreades	XP_043002583.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9263160.1_Marasmius_fiardii_PR_910	KAF9263160.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8093962.1_Marasmius_tenuissimus	KAJ8093962.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9256181.1_Marasmius_fiardii_PR_910	KAF9256181.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK1218116.1_Marasmius_sp._AFHP31	KAK1218116.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9261836.1_Marasmius_fiardii_PR_910	KAF9261836.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_043002673.1_Marasmius_oreades	XP_043002673.1	Marasmius	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI3612457.1_Moniliophthora_roreri	KAI3612457.1	Moniliophthora	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
ESK91302.1_Moniliophthora_roreri_MCA2997	ESK91302.1	Moniliophthora	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
EEB93106.1_Moniliophthora_perniciosa_FA553	EEB93106.1	Moniliophthora	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5341365.1_Tetrapyrgos_nigripes	KAF5341365.1	Tetrapyrgos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5361158.1_Tetrapyrgos_nigripes	KAF5361158.1	Tetrapyrgos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5348338.1_Tetrapyrgos_nigripes	KAF5348338.1	Tetrapyrgos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5372097.1_Tetrapyrgos_nigripes	KAF5372097.1	Tetrapyrgos	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_037224121.1_Mycena_indigotica	XP_037224121.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7163891.1_Mycena_crocata	KAJ7163891.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7895088.1_Mycena_leptocephala	KAJ7895088.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7470766.1_Mycena_latifolia	KAJ7470766.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7082880.1_Mycena_belliae	KAJ7082880.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAK5269248.1_Mycena_citricolor	CAK5269248.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7317154.1_Mycena_chlorophos	KAF7317154.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6580574.1_Mycena_vulgaris	KAJ6580574.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7116550.1_Mycena_epipterygia	KAJ7116550.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7510539.1_Mycena_galericulata	KAJ7510539.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7672237.1_Mycena_polygramma	KAJ7672237.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7056729.1_Mycena_amicta	KAJ7056729.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7330207.1_Mycena_venus	KAF7330207.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6549463.1_Mycena_sp._CBHHK59/15	KAJ6549463.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7881043.1_Mycena_olivaceomarginata	KAJ7881043.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7671480.1_Mycena_polygramma	KAJ7671480.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7327407.1_Mycena_kentingensis_(nom.inval.)	KAF7327407.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7183281.1_Mycena_filopes	KAJ7183281.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7036842.1_Mycena_alexandri	KAJ7036842.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7353871.1_Mycena_venus	KAF7353871.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7490931.1_Mycena_latifolia	KAJ7490931.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7298383.1_Mycena_kentingensis_(nom.inval.)	KAF7298383.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7071801.1_Mycena_belliae	KAJ7071801.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7041973.1_Mycena_alexandri	KAJ7041973.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7284688.1_Mycena_rebaudengoi	KAJ7284688.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_037215895.1_Mycena_indigotica	XP_037215895.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7700703.1_Mycena_rosella	KAJ7700703.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7063711.1_Mycena_amicta	KAJ7063711.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7684356.1_Mycena_polygramma	KAJ7684356.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7721732.1_Mycena_maculata	KAJ7721732.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7510330.1_Mycena_galericulata	KAJ7510330.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7592659.1_Mycena_floridula	KAJ7592659.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7765721.1_Mycena_metata	KAJ7765721.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7237708.1_Mycena_haematopus	KAJ7237708.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7119105.1_Mycena_epipterygia	KAJ7119105.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7914883.1_Mycena_leptocephala	KAJ7914883.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6622531.1_Mycena_sp._CBHHK59/15	KAJ6622531.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8207216.1_Mycena_galopus_ATCC62051	KAF8207216.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7678558.1_Mycena_rosella	KAJ7678558.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7056730.1_Mycena_amicta	KAJ7056730.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7348836.1_Mycena_albidolilacea	KAJ7348836.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6592766.1_Mycena_capillaripes	KAJ6592766.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6577336.1_Mycena_capillaripes	KAJ6577336.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6500795.1_Mycena_sanguinolenta	KAJ6500795.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6570235.1_Mycena_vulgaris	KAJ6570235.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7500432.1_Mycena_galericulata	KAJ7500432.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7142133.1_Mycena_crocata	KAJ7142133.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7184571.1_Mycena_filopes	KAJ7184571.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6612269.1_Mycena_sp._CBHHK59/15	KAJ6612269.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7718950.1_Mycena_maculata	KAJ7718950.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7359076.1_Mycena_sanguinolenta	KAF7359076.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7671654.1_Mycena_polygramma	KAJ7671654.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7445091.1_Mycena_latifolia	KAJ7445091.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7352486.1_Mycena_albidolilacea	KAJ7352486.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7133345.1_Mycena_epipterygia	KAJ7133345.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7454823.1_Mycena_latifolia	KAJ7454823.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7116367.1_Mycena_epipterygia	KAJ7116367.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAK5270783.1_Mycena_citricolor	CAK5270783.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6630341.1_Mycena_sp._CBHHK59/15	KAJ6630341.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7300191.1_Mycena_kentingensis_(nom.inval.)	KAF7300191.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7746606.1_Mycena_metata	KAJ7746606.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7242755.1_Mycena_haematopus	KAJ7242755.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7290212.1_Mycena_rebaudengoi	KAJ7290212.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6517256.1_Mycena_vitilis	KAJ6517256.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6611709.1_Mycena_sp._CBHHK59/15	KAJ6611709.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7290046.1_Mycena_rebaudengoi	KAJ7290046.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7022571.1_Mycena_alexandri	KAJ7022571.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6606041.1_Mycena_vulgaris	KAJ6606041.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6530987.1_Mycena_vulgaris	KAJ6530987.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7291758.1_Mycena_chlorophos	KAF7291758.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7819796.1_Mycena_olivaceomarginata	KAJ7819796.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7494287.1_Mycena_galericulata	KAJ7494287.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7806866.1_Mycena_olivaceomarginata	KAJ7806866.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6567126.1_Mycena_capillaripes	KAJ6567126.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7086052.1_Mycena_belliae	KAJ7086052.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6448877.1_Mycena_sanguinolenta	KAJ6448877.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
GAT49547.1_Mycena_chlorophos	GAT49547.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAK5275406.1_Mycena_citricolor	CAK5275406.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7482982.1_Mycena_galericulata	KAJ7482982.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_037217290.1_Mycena_indigotica	XP_037217290.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7078020.1_Mycena_belliae	KAJ7078020.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7323432.1_Mycena_chlorophos	KAF7323432.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7048201.1_Mycena_amicta	KAJ7048201.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7160373.1_Mycena_filopes	KAJ7160373.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7580750.1_Mycena_floridula	KAJ7580750.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7584546.1_Mycena_floridula	KAJ7584546.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7685992.1_Mycena_rosella	KAJ7685992.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7375133.1_Mycena_sanguinolenta	KAF7375133.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7323333.1_Mycena_chlorophos	KAF7323333.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7671653.1_Mycena_polygramma	KAJ7671653.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6611719.1_Mycena_sp._CBHHK59/15	KAJ6611719.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8191670.1_Mycena_galopus_ATCC62051	KAF8191670.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7742353.1_Mycena_maculata	KAJ7742353.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ6460359.1_Mycena_vitilis	KAJ6460359.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7039542.1_Mycena_alexandri	KAJ7039542.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7174185.1_Mycena_crocata	KAJ7174185.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7723815.1_Mycena_metata	KAJ7723815.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7178764.1_Mycena_crocata	KAJ7178764.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7891382.1_Mycena_olivaceomarginata	KAJ7891382.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7932728.1_Mycena_leptocephala	KAJ7932728.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7174151.1_Mycena_crocata	KAJ7174151.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF7368474.1_Mycena_venus	KAF7368474.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7789847.1_Mycena_olivaceomarginata	KAJ7789847.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAK5271662.1_Mycena_citricolor	CAK5271662.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7197001.1_Mycena_pura	KAJ7197001.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7923841.1_Mycena_leptocephala	KAJ7923841.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7650958.1_Roridomyces_roridus	KAJ7650958.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7630228.1_Roridomyces_roridus	KAJ7630228.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ7612109.1_Roridomyces_roridus	KAJ7612109.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK35612.1_Crucibulum_laeve	TFK35612.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK35491.1_Crucibulum_laeve	TFK35491.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
TFK34779.1_Crucibulum_laeve	TFK34779.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9007501.1_Cyathus_striatus	KAF9007501.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9003575.1_Cyathus_striatus	KAF9003575.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9013080.1_Cyathus_striatus	KAF9013080.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9009666.1_Cyathus_striatus	KAF9009666.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5353774.1_Collybiopsis_confluens	KAF5353774.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	#3B3B3BFF	#9ECAE1	NA	NA
